date,filter,text
31 December 2020,generalmotors,generalmotors's yearly stock price <b>decreased</b> by 16%
31 December 2021,generalmotors,generalmotors's yearly stock price <b>increased</b> by 68%
31 December 2009,campbellsoup,campbellsoup's yearly stock price <b>decreased</b> by 10%
31 December 2010,campbellsoup,campbellsoup's yearly stock price <b>increased</b> by 21%
31 December 2011,campbellsoup,campbellsoup's yearly stock price <b>decreased</b> by 3%
31 December 2012,campbellsoup,campbellsoup's yearly stock price <b>increased</b> by 5%
31 December 2013,campbellsoup,campbellsoup's yearly stock price <b>increased</b> by 31%
31 December 2014,campbellsoup,campbellsoup's yearly stock price <b>increased</b> by 5%
31 December 2015,campbellsoup,campbellsoup's yearly stock price <b>increased</b> by 13%
31 December 2016,campbellsoup,campbellsoup's yearly stock price <b>increased</b> by 26%
31 December 2017,campbellsoup,campbellsoup's yearly stock price <b>decreased</b> by 8%
31 December 2018,campbellsoup,campbellsoup's yearly stock price <b>decreased</b> by 22%
31 December 2019,campbellsoup,campbellsoup's yearly stock price <b>increased</b> by 6%
31 December 2020,campbellsoup,campbellsoup's yearly stock price <b>increased</b> by 22%
31 December 2021,campbellsoup,campbellsoup's yearly stock price <b>decreased</b> by 1%
31 December 2009,drhorton,drhorton's yearly stock price <b>decreased</b> by 11%
31 December 2010,drhorton,drhorton's yearly stock price <b>increased</b> by 14%
31 December 2011,drhorton,drhorton's yearly stock price <b>decreased</b> by 1%
31 December 2012,drhorton,drhorton's yearly stock price <b>increased</b> by 55%
31 December 2013,drhorton,drhorton's yearly stock price <b>increased</b> by 25%
31 December 2014,drhorton,drhorton's yearly stock price <b>increased</b> by 6%
31 December 2015,drhorton,drhorton's yearly stock price <b>increased</b> by 26%
31 December 2016,drhorton,drhorton's yearly stock price <b>increased</b> by 6%
31 December 2017,drhorton,drhorton's yearly stock price <b>increased</b> by 26%
31 December 2018,drhorton,drhorton's yearly stock price <b>increased</b> by 16%
31 December 2019,drhorton,drhorton's yearly stock price <b>increased</b> by 11%
31 December 2020,drhorton,drhorton's yearly stock price <b>increased</b> by 33%
31 December 2021,drhorton,drhorton's yearly stock price <b>increased</b> by 25%
31 December 2014,iqvia,iqvia's yearly stock price <b>increased</b> by 22%
31 December 2015,iqvia,iqvia's yearly stock price <b>increased</b> by 29%
31 December 2016,iqvia,iqvia's yearly stock price <b>increased</b> by 3%
31 December 2017,iqvia,iqvia's yearly stock price <b>increased</b> by 26%
31 December 2018,iqvia,iqvia's yearly stock price <b>increased</b> by 24%
31 December 2019,iqvia,iqvia's yearly stock price <b>increased</b> by 30%
31 December 2020,iqvia,iqvia's yearly stock price <b>increased</b> by 5%
31 December 2021,iqvia,iqvia's yearly stock price <b>increased</b> by 23%
31 December 2009,tranetechnologies,tranetechnologies's yearly stock price <b>decreased</b> by 25%
31 December 2010,tranetechnologies,tranetechnologies's yearly stock price <b>increased</b> by 51%
31 December 2011,tranetechnologies,tranetechnologies's yearly stock price <b>increased</b> by 8%
31 December 2012,tranetechnologies,tranetechnologies's yearly stock price <b>increased</b> by 8%
31 December 2013,tranetechnologies,tranetechnologies's yearly stock price <b>increased</b> by 43%
31 December 2014,tranetechnologies,tranetechnologies's yearly stock price <b>increased</b> by 28%
31 December 2015,tranetechnologies,tranetechnologies's yearly stock price <b>increased</b> by 6%
31 December 2016,tranetechnologies,tranetechnologies's yearly stock price <b>increased</b> by 5%
31 December 2017,tranetechnologies,tranetechnologies's yearly stock price <b>increased</b> by 36%
31 December 2018,tranetechnologies,tranetechnologies's yearly stock price <b>increased</b> by 11%
31 December 2019,tranetechnologies,tranetechnologies's yearly stock price <b>increased</b> by 28%
31 December 2020,tranetechnologies,tranetechnologies's yearly stock price <b>increased</b> by 23%
31 December 2021,tranetechnologies,tranetechnologies's yearly stock price <b>increased</b> by 37%
31 December 2009,deltaairlines,deltaairlines's yearly stock price <b>decreased</b> by 20%
31 December 2010,deltaairlines,deltaairlines's yearly stock price <b>increased</b> by 67%
31 December 2011,deltaairlines,deltaairlines's yearly stock price <b>decreased</b> by 26%
31 December 2012,deltaairlines,deltaairlines's yearly stock price <b>increased</b> by 8%
31 December 2013,deltaairlines,deltaairlines's yearly stock price <b>increased</b> by 99%
31 December 2014,deltaairlines,deltaairlines's yearly stock price <b>increased</b> by 89%
31 December 2015,deltaairlines,deltaairlines's yearly stock price <b>increased</b> by 24%
31 December 2016,deltaairlines,deltaairlines's yearly stock price <b>decreased</b> by 5%
31 December 2017,deltaairlines,deltaairlines's yearly stock price <b>increased</b> by 18%
31 December 2018,deltaairlines,deltaairlines's yearly stock price <b>increased</b> by 12%
31 December 2019,deltaairlines,deltaairlines's yearly stock price <b>increased</b> by 4%
31 December 2020,deltaairlines,deltaairlines's yearly stock price <b>decreased</b> by 36%
31 December 2021,deltaairlines,deltaairlines's yearly stock price <b>increased</b> by 16%
31 December 2009,apple,apple's yearly stock price <b>increased</b> by 3%
31 December 2010,apple,apple's yearly stock price <b>increased</b> by 77%
31 December 2011,apple,apple's yearly stock price <b>increased</b> by 40%
31 December 2012,apple,apple's yearly stock price <b>increased</b> by 59%
31 December 2013,apple,apple's yearly stock price <b>decreased</b> by 16%
31 December 2014,apple,apple's yearly stock price <b>increased</b> by 40%
31 December 2015,apple,apple's yearly stock price <b>increased</b> by 32%
31 December 2016,apple,apple's yearly stock price <b>decreased</b> by 11%
31 December 2017,apple,apple's yearly stock price <b>increased</b> by 47%
31 December 2018,apple,apple's yearly stock price <b>increased</b> by 27%
31 December 2019,apple,apple's yearly stock price <b>increased</b> by 12%
31 December 2020,apple,apple's yearly stock price <b>increased</b> by 80%
31 December 2009,davita,davita's yearly stock price <b>decreased</b> by 2%
31 December 2010,davita,davita's yearly stock price <b>increased</b> by 28%
31 December 2011,davita,davita's yearly stock price <b>increased</b> by 19%
31 December 2012,davita,davita's yearly stock price <b>increased</b> by 22%
31 December 2013,davita,davita's yearly stock price <b>increased</b> by 25%
31 December 2014,davita,davita's yearly stock price <b>increased</b> by 20%
31 December 2015,davita,davita's yearly stock price <b>increased</b> by 9%
31 December 2016,davita,davita's yearly stock price <b>decreased</b> by 11%
31 December 2017,davita,davita's yearly stock price <b>decreased</b> by 8%
31 December 2018,davita,davita's yearly stock price <b>increased</b> by 8%
31 December 2019,davita,davita's yearly stock price <b>decreased</b> by 16%
31 December 2020,davita,davita's yearly stock price <b>increased</b> by 49%
31 December 2021,davita,davita's yearly stock price <b>increased</b> by 35%
31 December 2009,netflix,netflix's yearly stock price <b>increased</b> by 54%
31 December 2010,netflix,netflix's yearly stock price <b>increased</b> by 166%
31 December 2011,netflix,netflix's yearly stock price <b>increased</b> by 63%
31 December 2012,netflix,netflix's yearly stock price <b>decreased</b> by 57%
31 December 2013,netflix,netflix's yearly stock price <b>increased</b> by 198%
31 December 2014,netflix,netflix's yearly stock price <b>increased</b> by 63%
31 December 2015,netflix,netflix's yearly stock price <b>increased</b> by 60%
31 December 2016,netflix,netflix's yearly stock price <b>increased</b> by 11%
31 December 2017,netflix,netflix's yearly stock price <b>increased</b> by 62%
31 December 2018,netflix,netflix's yearly stock price <b>increased</b> by 93%
31 December 2019,netflix,netflix's yearly stock price <b>increased</b> by 3%
31 December 2020,netflix,netflix's yearly stock price <b>increased</b> by 36%
31 December 2021,netflix,netflix's yearly stock price <b>increased</b> by 20%
31 December 2009,flowserve,flowserve's yearly stock price <b>decreased</b> by 21%
31 December 2010,flowserve,flowserve's yearly stock price <b>increased</b> by 36%
31 December 2011,flowserve,flowserve's yearly stock price <b>increased</b> by 5%
31 December 2012,flowserve,flowserve's yearly stock price <b>increased</b> by 14%
31 December 2013,flowserve,flowserve's yearly stock price <b>increased</b> by 47%
31 December 2014,flowserve,flowserve's yearly stock price <b>increased</b> by 25%
31 December 2015,flowserve,flowserve's yearly stock price <b>decreased</b> by 29%
31 December 2016,flowserve,flowserve's yearly stock price <b>decreased</b> by 9%
31 December 2017,flowserve,flowserve's yearly stock price <b>increased</b> by 1%
31 December 2018,flowserve,flowserve's yearly stock price <b>increased</b> by 3%
31 December 2019,flowserve,flowserve's yearly stock price <b>increased</b> by 5%
31 December 2020,flowserve,flowserve's yearly stock price <b>decreased</b> by 30%
31 December 2021,flowserve,flowserve's yearly stock price <b>increased</b> by 19%
31 December 2009,alliantenergy,alliantenergy's yearly stock price <b>decreased</b> by 19%
31 December 2010,alliantenergy,alliantenergy's yearly stock price <b>increased</b> by 38%
31 December 2011,alliantenergy,alliantenergy's yearly stock price <b>increased</b> by 21%
31 December 2012,alliantenergy,alliantenergy's yearly stock price <b>increased</b> by 16%
31 December 2013,alliantenergy,alliantenergy's yearly stock price <b>increased</b> by 18%
31 December 2014,alliantenergy,alliantenergy's yearly stock price <b>increased</b> by 19%
31 December 2015,alliantenergy,alliantenergy's yearly stock price <b>increased</b> by 10%
31 December 2016,alliantenergy,alliantenergy's yearly stock price <b>increased</b> by 25%
31 December 2017,alliantenergy,alliantenergy's yearly stock price <b>increased</b> by 15%
31 December 2018,alliantenergy,alliantenergy's yearly stock price <b>increased</b> by 5%
31 December 2019,alliantenergy,alliantenergy's yearly stock price <b>increased</b> by 21%
31 December 2020,alliantenergy,alliantenergy's yearly stock price <b>increased</b> by 9%
31 December 2021,alliantenergy,alliantenergy's yearly stock price <b>decreased</b> by 5%
31 December 2009,expeditors,expeditors's yearly stock price <b>decreased</b> by 17%
31 December 2010,expeditors,expeditors's yearly stock price <b>increased</b> by 32%
31 December 2011,expeditors,expeditors's yearly stock price <b>increased</b> by 14%
31 December 2012,expeditors,expeditors's yearly stock price <b>decreased</b> by 16%
31 December 2013,expeditors,expeditors's yearly stock price <b>increased</b> by 5%
31 December 2014,expeditors,expeditors's yearly stock price <b>increased</b> by 5%
31 December 2015,expeditors,expeditors's yearly stock price <b>increased</b> by 13%
31 December 2016,expeditors,expeditors's yearly stock price <b>increased</b> by 6%
31 December 2017,expeditors,expeditors's yearly stock price <b>increased</b> by 18%
31 December 2018,expeditors,expeditors's yearly stock price <b>increased</b> by 24%
31 December 2019,expeditors,expeditors's yearly stock price <b>increased</b> by 8%
31 December 2020,expeditors,expeditors's yearly stock price <b>increased</b> by 10%
31 December 2021,expeditors,expeditors's yearly stock price <b>increased</b> by 18%
31 December 2009,assurant,assurant's yearly stock price <b>decreased</b> by 49%
31 December 2010,assurant,assurant's yearly stock price <b>increased</b> by 37%
31 December 2011,assurant,assurant's yearly stock price <b>increased</b> by 6%
31 December 2012,assurant,assurant's yearly stock price <b>increased</b> by 3%
31 December 2013,assurant,assurant's yearly stock price <b>increased</b> by 40%
31 December 2014,assurant,assurant's yearly stock price <b>increased</b> by 31%
31 December 2015,assurant,assurant's yearly stock price <b>increased</b> by 10%
31 December 2016,assurant,assurant's yearly stock price <b>increased</b> by 20%
31 December 2017,assurant,assurant's yearly stock price <b>increased</b> by 21%
31 December 2018,assurant,assurant's yearly stock price <b>increased</b> by 1%
31 December 2019,assurant,assurant's yearly stock price <b>increased</b> by 17%
31 December 2020,assurant,assurant's yearly stock price <b>increased</b> by 8%
31 December 2021,assurant,assurant's yearly stock price <b>increased</b> by 15%
31 December 2009,loewscorp,loewscorp's yearly stock price <b>decreased</b> by 9%
31 December 2010,loewscorp,loewscorp's yearly stock price <b>increased</b> by 16%
31 December 2011,loewscorp,loewscorp's yearly stock price <b>increased</b> by 4%
31 December 2012,loewscorp,loewscorp's yearly stock price <b>increased</b> by 29%
31 December 2013,loewscorp,loewscorp's yearly stock price <b>increased</b> by 49%
31 December 2014,loewscorp,loewscorp's yearly stock price <b>increased</b> by 21%
31 December 2015,loewscorp,loewscorp's yearly stock price <b>increased</b> by 41%
31 December 2016,loewscorp,loewscorp's yearly stock price <b>increased</b> by 5%
31 December 2017,loewscorp,loewscorp's yearly stock price <b>increased</b> by 9%
31 December 2018,loewscorp,loewscorp's yearly stock price <b>increased</b> by 24%
31 December 2019,loewscorp,loewscorp's yearly stock price <b>increased</b> by 12%
31 December 2020,loewscorp,loewscorp's yearly stock price <b>increased</b> by 30%
