date,filter,text
31 December 2020,airproducts,airproducts's yearly stock price <b>increased</b> by 26%
31 December 2021,airproducts,airproducts's yearly stock price <b>increased</b> by 8%
31 December 2009,perrigo,perrigo's yearly stock price <b>decreased</b> by 14%
31 December 2010,perrigo,perrigo's yearly stock price <b>increased</b> by 96%
31 December 2011,perrigo,perrigo's yearly stock price <b>increased</b> by 50%
31 December 2012,perrigo,perrigo's yearly stock price <b>increased</b> by 24%
31 December 2013,perrigo,perrigo's yearly stock price <b>increased</b> by 17%
31 December 2014,perrigo,perrigo's yearly stock price <b>increased</b> by 22%
31 December 2015,perrigo,perrigo's yearly stock price <b>increased</b> by 14%
31 December 2016,perrigo,perrigo's yearly stock price <b>decreased</b> by 39%
31 December 2017,perrigo,perrigo's yearly stock price <b>decreased</b> by 25%
31 December 2018,perrigo,perrigo's yearly stock price <b>decreased</b> by 2%
31 December 2019,perrigo,perrigo's yearly stock price <b>decreased</b> by 34%
31 December 2020,perrigo,perrigo's yearly stock price <b>increased</b> by 5%
31 December 2021,perrigo,perrigo's yearly stock price <b>decreased</b> by 13%
31 December 2009,federalrealty,federalrealty's yearly stock price <b>decreased</b> by 18%
31 December 2010,federalrealty,federalrealty's yearly stock price <b>increased</b> by 41%
31 December 2011,federalrealty,federalrealty's yearly stock price <b>increased</b> by 16%
31 December 2012,federalrealty,federalrealty's yearly stock price <b>increased</b> by 24%
31 December 2013,federalrealty,federalrealty's yearly stock price <b>increased</b> by 7%
31 December 2014,federalrealty,federalrealty's yearly stock price <b>increased</b> by 17%
31 December 2015,federalrealty,federalrealty's yearly stock price <b>increased</b> by 19%
31 December 2016,federalrealty,federalrealty's yearly stock price <b>increased</b> by 12%
31 December 2017,federalrealty,federalrealty's yearly stock price <b>decreased</b> by 11%
31 December 2018,federalrealty,federalrealty's yearly stock price <b>decreased</b> by 4%
31 December 2019,federalrealty,federalrealty's yearly stock price <b>increased</b> by 12%
31 December 2020,federalrealty,federalrealty's yearly stock price <b>decreased</b> by 30%
31 December 2021,federalrealty,federalrealty's yearly stock price <b>increased</b> by 4%
31 December 2009,conedison,conedison's yearly stock price <b>increased</b> by 1%
31 December 2010,conedison,conedison's yearly stock price <b>increased</b> by 24%
31 December 2011,conedison,conedison's yearly stock price <b>increased</b> by 23%
31 December 2012,conedison,conedison's yearly stock price <b>increased</b> by 15%
31 December 2013,conedison,conedison's yearly stock price <b>increased</b> by 1%
31 December 2014,conedison,conedison's yearly stock price <b>increased</b> by 4%
31 December 2015,conedison,conedison's yearly stock price <b>increased</b> by 15%
31 December 2016,conedison,conedison's yearly stock price <b>increased</b> by 22%
31 December 2017,conedison,conedison's yearly stock price <b>increased</b> by 14%
31 December 2018,conedison,conedison's yearly stock price <b>decreased</b> by 1%
31 December 2019,conedison,conedison's yearly stock price <b>increased</b> by 15%
31 December 2020,conedison,conedison's yearly stock price <b>decreased</b> by 5%
31 December 2021,conedison,conedison's yearly stock price <b>decreased</b> by 9%
31 December 2009,aon,aon's yearly stock price <b>decreased</b> by 9%
31 December 2010,aon,aon's yearly stock price <b>increased</b> by 3%
31 December 2011,aon,aon's yearly stock price <b>increased</b> by 22%
31 December 2012,aon,aon's yearly stock price <b>increased</b> by 6%
31 December 2013,aon,aon's yearly stock price <b>increased</b> by 36%
31 December 2014,aon,aon's yearly stock price <b>increased</b> by 30%
31 December 2015,aon,aon's yearly stock price <b>increased</b> by 13%
31 December 2016,aon,aon's yearly stock price <b>increased</b> by 10%
31 December 2017,aon,aon's yearly stock price <b>increased</b> by 26%
31 December 2018,aon,aon's yearly stock price <b>increased</b> by 12%
31 December 2019,aon,aon's yearly stock price <b>increased</b> by 28%
31 December 2020,aon,aon's yearly stock price <b>increased</b> by 9%
31 December 2021,aon,aon's yearly stock price <b>increased</b> by 7%
31 December 2009,charlesschwab,charlesschwab's yearly stock price <b>decreased</b> by 16%
31 December 2010,charlesschwab,charlesschwab's yearly stock price <b>decreased</b> by 2%
31 December 2011,charlesschwab,charlesschwab's yearly stock price <b>decreased</b> by 6%
31 December 2012,charlesschwab,charlesschwab's yearly stock price <b>decreased</b> by 11%
31 December 2013,charlesschwab,charlesschwab's yearly stock price <b>increased</b> by 56%
31 December 2014,charlesschwab,charlesschwab's yearly stock price <b>increased</b> by 36%
31 December 2015,charlesschwab,charlesschwab's yearly stock price <b>increased</b> by 15%
31 December 2016,charlesschwab,charlesschwab's yearly stock price <b>decreased</b> by 3%
31 December 2017,charlesschwab,charlesschwab's yearly stock price <b>increased</b> by 43%
31 December 2018,charlesschwab,charlesschwab's yearly stock price <b>increased</b> by 22%
31 December 2019,charlesschwab,charlesschwab's yearly stock price <b>decreased</b> by 15%
31 December 2020,charlesschwab,charlesschwab's yearly stock price <b>decreased</b> by 7%
31 December 2021,charlesschwab,charlesschwab's yearly stock price <b>increased</b> by 45%
31 December 2009,eaton,eaton's yearly stock price <b>decreased</b> by 26%
31 December 2010,eaton,eaton's yearly stock price <b>increased</b> by 59%
31 December 2011,eaton,eaton's yearly stock price <b>increased</b> by 26%
31 December 2012,eaton,eaton's yearly stock price <b>increased</b> by 1%
31 December 2013,eaton,eaton's yearly stock price <b>increased</b> by 44%
31 December 2014,eaton,eaton's yearly stock price <b>increased</b> by 12%
31 December 2015,eaton,eaton's yearly stock price <b>decreased</b> by 9%
31 December 2016,eaton,eaton's yearly stock price <b>increased</b> by 2%
31 December 2017,eaton,eaton's yearly stock price <b>increased</b> by 26%
31 December 2018,eaton,eaton's yearly stock price <b>increased</b> by 8%
31 December 2019,eaton,eaton's yearly stock price <b>increased</b> by 6%
31 December 2020,eaton,eaton's yearly stock price <b>increased</b> by 21%
31 December 2021,eaton,eaton's yearly stock price <b>increased</b> by 29%
31 December 2009,lennar,lennar's yearly stock price <b>decreased</b> by 20%
31 December 2010,lennar,lennar's yearly stock price <b>increased</b> by 49%
31 December 2011,lennar,lennar's yearly stock price <b>increased</b> by 12%
31 December 2012,lennar,lennar's yearly stock price <b>increased</b> by 72%
31 December 2013,lennar,lennar's yearly stock price <b>increased</b> by 25%
31 December 2014,lennar,lennar's yearly stock price <b>increased</b> by 9%
31 December 2015,lennar,lennar's yearly stock price <b>increased</b> by 22%
31 December 2016,lennar,lennar's yearly stock price <b>decreased</b> by 10%
31 December 2017,lennar,lennar's yearly stock price <b>increased</b> by 19%
31 December 2018,lennar,lennar's yearly stock price <b>increased</b> by 1%
31 December 2019,lennar,lennar's yearly stock price <b>decreased</b> by 1%
31 December 2020,lennar,lennar's yearly stock price <b>increased</b> by 27%
31 December 2021,lennar,lennar's yearly stock price <b>increased</b> by 28%
31 December 2009,ipgphotonics,ipgphotonics's yearly stock price <b>decreased</b> by 31%
31 December 2010,ipgphotonics,ipgphotonics's yearly stock price <b>increased</b> by 68%
31 December 2011,ipgphotonics,ipgphotonics's yearly stock price <b>increased</b> by 172%
31 December 2012,ipgphotonics,ipgphotonics's yearly stock price <b>decreased</b> by 1%
31 December 2013,ipgphotonics,ipgphotonics's yearly stock price <b>increased</b> by 18%
31 December 2014,ipgphotonics,ipgphotonics's yearly stock price <b>increased</b> by 10%
31 December 2015,ipgphotonics,ipgphotonics's yearly stock price <b>increased</b> by 27%
31 December 2016,ipgphotonics,ipgphotonics's yearly stock price <b>decreased</b> by 0%
31 December 2017,ipgphotonics,ipgphotonics's yearly stock price <b>increased</b> by 79%
31 December 2018,ipgphotonics,ipgphotonics's yearly stock price <b>increased</b> by 28%
31 December 2019,ipgphotonics,ipgphotonics's yearly stock price <b>decreased</b> by 30%
31 December 2020,ipgphotonics,ipgphotonics's yearly stock price <b>increased</b> by 13%
31 December 2021,ipgphotonics,ipgphotonics's yearly stock price <b>increased</b> by 50%
31 December 2009,oneok,oneok's yearly stock price <b>decreased</b> by 20%
31 December 2010,oneok,oneok's yearly stock price <b>increased</b> by 55%
31 December 2011,oneok,oneok's yearly stock price <b>increased</b> by 53%
31 December 2012,oneok,oneok's yearly stock price <b>increased</b> by 29%
31 December 2013,oneok,oneok's yearly stock price <b>increased</b> by 18%
31 December 2014,oneok,oneok's yearly stock price <b>increased</b> by 43%
31 December 2015,oneok,oneok's yearly stock price <b>decreased</b> by 33%
31 December 2016,oneok,oneok's yearly stock price <b>increased</b> by 14%
31 December 2017,oneok,oneok's yearly stock price <b>increased</b> by 36%
31 December 2018,oneok,oneok's yearly stock price <b>increased</b> by 24%
31 December 2019,oneok,oneok's yearly stock price <b>increased</b> by 15%
31 December 2020,oneok,oneok's yearly stock price <b>decreased</b> by 40%
31 December 2021,oneok,oneok's yearly stock price <b>increased</b> by 19%
31 December 2016,hpe,hpe's yearly stock price <b>increased</b> by 30%
31 December 2017,hpe,hpe's yearly stock price <b>increased</b> by 26%
31 December 2018,hpe,hpe's yearly stock price <b>increased</b> by 19%
31 December 2019,hpe,hpe's yearly stock price <b>decreased</b> by 3%
31 December 2020,hpe,hpe's yearly stock price <b>decreased</b> by 27%
31 December 2021,hpe,hpe's yearly stock price <b>increased</b> by 21%
31 December 2009,idexx,idexx's yearly stock price <b>decreased</b> by 10%
31 December 2010,idexx,idexx's yearly stock price <b>increased</b> by 38%
31 December 2011,idexx,idexx's yearly stock price <b>increased</b> by 25%
31 December 2012,idexx,idexx's yearly stock price <b>increased</b> by 19%
31 December 2013,idexx,idexx's yearly stock price <b>increased</b> by 6%
31 December 2014,idexx,idexx's yearly stock price <b>increased</b> by 34%
31 December 2015,idexx,idexx's yearly stock price <b>increased</b> by 13%
31 December 2016,idexx,idexx's yearly stock price <b>increased</b> by 30%
31 December 2017,idexx,idexx's yearly stock price <b>increased</b> by 63%
31 December 2018,idexx,idexx's yearly stock price <b>increased</b> by 36%
31 December 2019,idexx,idexx's yearly stock price <b>increased</b> by 19%
31 December 2020,idexx,idexx's yearly stock price <b>increased</b> by 38%
31 December 2021,idexx,idexx's yearly stock price <b>increased</b> by 46%
31 December 2016,kraftheinz,kraftheinz's yearly stock price <b>increased</b> by 14%
31 December 2017,kraftheinz,kraftheinz's yearly stock price <b>increased</b> by 6%
31 December 2018,kraftheinz,kraftheinz's yearly stock price <b>decreased</b> by 27%
31 December 2019,kraftheinz,kraftheinz's yearly stock price <b>decreased</b> by 43%
31 December 2020,kraftheinz,kraftheinz's yearly stock price <b>decreased</b> by 0%
31 December 2021,kraftheinz,kraftheinz's yearly stock price <b>increased</b> by 12%
31 December 1981,wallgreens,wallgreens's yearly stock price <b>increased</b> by 40%
31 December 1982,wallgreens,wallgreens's yearly stock price <b>increased</b> by 42%
31 December 1983,wallgreens,wallgreens's yearly stock price <b>increased</b> by 93%
31 December 1984,wallgreens,wallgreens's yearly stock price <b>increased</b> by 12%
31 December 1985,wallgreens,wallgreens's yearly stock price <b>increased</b> by 40%
31 December 1986,wallgreens,wallgreens's yearly stock price <b>increased</b> by 29%
31 December 1987,wallgreens,wallgreens's yearly stock price <b>increased</b> by 12%
31 December 1988,wallgreens,wallgreens's yearly stock price <b>decreased</b> by 12%
31 December 1989,wallgreens,wallgreens's yearly stock price <b>increased</b> by 33%
31 December 1990,wallgreens,wallgreens's yearly stock price <b>increased</b> by 12%
31 December 1991,wallgreens,wallgreens's yearly stock price <b>increased</b> by 43%
31 December 1992,wallgreens,wallgreens's yearly stock price <b>increased</b> by 17%
31 December 1993,wallgreens,wallgreens's yearly stock price <b>increased</b> by 9%
31 December 1994,wallgreens,wallgreens's yearly stock price <b>increased</b> by 1%
31 December 1995,wallgreens,wallgreens's yearly stock price <b>increased</b> by 31%
31 December 1996,wallgreens,wallgreens's yearly stock price <b>increased</b> by 38%
31 December 1997,wallgreens,wallgreens's yearly stock price <b>increased</b> by 49%
31 December 1998,wallgreens,wallgreens's yearly stock price <b>increased</b> by 66%
31 December 1999,wallgreens,wallgreens's yearly stock price <b>increased</b> by 31%
31 December 2000,wallgreens,wallgreens's yearly stock price <b>increased</b> by 20%
31 December 2001,wallgreens,wallgreens's yearly stock price <b>increased</b> by 15%
31 December 2002,wallgreens,wallgreens's yearly stock price <b>decreased</b> by 5%
31 December 2003,wallgreens,wallgreens's yearly stock price <b>decreased</b> by 10%
31 December 2004,wallgreens,wallgreens's yearly stock price <b>increased</b> by 13%
31 December 2005,wallgreens,wallgreens's yearly stock price <b>increased</b> by 26%
31 December 2006,wallgreens,wallgreens's yearly stock price <b>decreased</b> by 0%
31 December 2007,wallgreens,wallgreens's yearly stock price <b>decreased</b> by 1%
31 December 2008,wallgreens,wallgreens's yearly stock price <b>decreased</b> by 24%
31 December 2009,wallgreens,wallgreens's yearly stock price <b>decreased</b> by 1%
31 December 2010,wallgreens,wallgreens's yearly stock price <b>increased</b> by 7%
31 December 2011,wallgreens,wallgreens's yearly stock price <b>increased</b> by 19%
31 December 2012,wallgreens,wallgreens's yearly stock price <b>decreased</b> by 10%
31 December 2013,wallgreens,wallgreens's yearly stock price <b>increased</b> by 51%
31 December 2014,wallgreens,wallgreens's yearly stock price <b>increased</b> by 36%
31 December 2015,wallgreens,wallgreens's yearly stock price <b>increased</b> by 31%
31 December 2016,wallgreens,wallgreens's yearly stock price <b>decreased</b> by 3%
31 December 2017,wallgreens,wallgreens's yearly stock price <b>decreased</b> by 1%
31 December 2018,wallgreens,wallgreens's yearly stock price <b>decreased</b> by 9%
31 December 2019,wallgreens,wallgreens's yearly stock price <b>decreased</b> by 15%
31 December 2020,wallgreens,wallgreens's yearly stock price <b>decreased</b> by 24%
31 December 2021,wallgreens,wallgreens's yearly stock price <b>increased</b> by 16%
31 December 2009,gallagher,gallagher's yearly stock price <b>decreased</b> by 8%
31 December 2010,gallagher,gallagher's yearly stock price <b>increased</b> by 25%
31 December 2011,gallagher,gallagher's yearly stock price <b>increased</b> by 20%
31 December 2012,gallagher,gallagher's yearly stock price <b>increased</b> by 26%
31 December 2013,gallagher,gallagher's yearly stock price <b>increased</b> by 26%
31 December 2014,gallagher,gallagher's yearly stock price <b>increased</b> by 11%
31 December 2015,gallagher,gallagher's yearly stock price <b>increased</b> by 2%
31 December 2016,gallagher,gallagher's yearly stock price <b>increased</b> by 5%
31 December 2017,gallagher,gallagher's yearly stock price <b>increased</b> by 30%
31 December 2018,gallagher,gallagher's yearly stock price <b>increased</b> by 23%
31 December 2019,gallagher,gallagher's yearly stock price <b>increased</b> by 24%
31 December 2020,gallagher,gallagher's yearly stock price <b>increased</b> by 20%
31 December 2021,gallagher,gallagher's yearly stock price <b>increased</b> by 18%
31 December 2009,nationaloliwellvarcc,nationaloliwellvarcc's yearly stock price <b>decreased</b> by 39%
31 December 2010,nationaloliwellvarcc,nationaloliwellvarcc's yearly stock price <b>increased</b> by 29%
31 December 2011,nationaloliwellvarcc,nationaloliwellvarcc's yearly stock price <b>increased</b> by 59%
31 December 2012,nationaloliwellvarcc,nationaloliwellvarcc's yearly stock price <b>increased</b> by 5%
31 December 2013,nationaloliwellvarcc,nationaloliwellvarcc's yearly stock price <b>decreased</b> by 1%
31 December 2014,nationaloliwellvarcc,nationaloliwellvarcc's yearly stock price <b>increased</b> by 14%
31 December 2015,nationaloliwellvarcc,nationaloliwellvarcc's yearly stock price <b>decreased</b> by 36%
31 December 2016,nationaloliwellvarcc,nationaloliwellvarcc's yearly stock price <b>decreased</b> by 25%
31 December 2017,nationaloliwellvarcc,nationaloliwellvarcc's yearly stock price <b>increased</b> by 6%
31 December 2018,nationaloliwellvarcc,nationaloliwellvarcc's yearly stock price <b>increased</b> by 13%
31 December 2019,nationaloliwellvarcc,nationaloliwellvarcc's yearly stock price <b>decreased</b> by 38%
31 December 2020,nationaloliwellvarcc,nationaloliwellvarcc's yearly stock price <b>decreased</b> by 43%
31 December 2021,nationaloliwellvarcc,nationaloliwellvarcc's yearly stock price <b>increased</b> by 3%
31 December 2009,crowncastle,crowncastle's yearly stock price <b>decreased</b> by 18%
31 December 2010,crowncastle,crowncastle's yearly stock price <b>increased</b> by 50%
31 December 2011,crowncastle,crowncastle's yearly stock price <b>increased</b> by 6%
31 December 2012,crowncastle,crowncastle's yearly stock price <b>increased</b> by 40%
31 December 2013,crowncastle,crowncastle's yearly stock price <b>increased</b> by 24%
31 December 2014,crowncastle,crowncastle's yearly stock price <b>increased</b> by 6%
31 December 2015,crowncastle,crowncastle's yearly stock price <b>increased</b> by 13%
31 December 2016,crowncastle,crowncastle's yearly stock price <b>increased</b> by 12%
31 December 2017,crowncastle,crowncastle's yearly stock price <b>increased</b> by 15%
31 December 2018,crowncastle,crowncastle's yearly stock price <b>increased</b> by 13%
31 December 2019,crowncastle,crowncastle's yearly stock price <b>increased</b> by 25%
31 December 2020,crowncastle,crowncastle's yearly stock price <b>increased</b> by 26%
31 December 2021,crowncastle,crowncastle's yearly stock price <b>increased</b> by 2%
31 December 2009,hanesbrands,hanesbrands's yearly stock price <b>decreased</b> by 30%
31 December 2010,hanesbrands,hanesbrands's yearly stock price <b>increased</b> by 54%
31 December 2011,hanesbrands,hanesbrands's yearly stock price <b>increased</b> by 3%
31 December 2012,hanesbrands,hanesbrands's yearly stock price <b>increased</b> by 12%
31 December 2013,hanesbrands,hanesbrands's yearly stock price <b>increased</b> by 81%
31 December 2014,hanesbrands,hanesbrands's yearly stock price <b>increased</b> by 72%
31 December 2015,hanesbrands,hanesbrands's yearly stock price <b>increased</b> by 37%
31 December 2016,hanesbrands,hanesbrands's yearly stock price <b>decreased</b> by 13%
31 December 2017,hanesbrands,hanesbrands's yearly stock price <b>decreased</b> by 15%
31 December 2018,hanesbrands,hanesbrands's yearly stock price <b>decreased</b> by 13%
31 December 2019,hanesbrands,hanesbrands's yearly stock price <b>decreased</b> by 11%
31 December 2020,hanesbrands,hanesbrands's yearly stock price <b>decreased</b> by 14%
31 December 2021,hanesbrands,hanesbrands's yearly stock price <b>increased</b> by 26%
31 December 2009,danaher,danaher's yearly stock price <b>decreased</b> by 14%
31 December 2010,danaher,danaher's yearly stock price <b>increased</b> by 30%
31 December 2011,danaher,danaher's yearly stock price <b>increased</b> by 22%
31 December 2012,danaher,danaher's yearly stock price <b>increased</b> by 9%
31 December 2013,danaher,danaher's yearly stock price <b>increased</b> by 24%
31 December 2014,danaher,danaher's yearly stock price <b>increased</b> by 18%
31 December 2015,danaher,danaher's yearly stock price <b>increased</b> by 14%
31 December 2016,danaher,danaher's yearly stock price <b>increased</b> by 41%
31 December 2017,danaher,danaher's yearly stock price <b>increased</b> by 36%
31 December 2018,danaher,danaher's yearly stock price <b>increased</b> by 18%
31 December 2019,danaher,danaher's yearly stock price <b>increased</b> by 33%
31 December 2020,danaher,danaher's yearly stock price <b>increased</b> by 40%
31 December 2021,danaher,danaher's yearly stock price <b>increased</b> by 28%
31 December 2009,dillard,dillard's yearly stock price <b>decreased</b> by 19%
31 December 2010,dillard,dillard's yearly stock price <b>increased</b> by 150%
31 December 2011,dillard,dillard's yearly stock price <b>increased</b> by 90%
31 December 2012,dillard,dillard's yearly stock price <b>increased</b> by 45%
31 December 2013,dillard,dillard's yearly stock price <b>increased</b> by 30%
31 December 2014,dillard,dillard's yearly stock price <b>increased</b> by 27%
31 December 2015,dillard,dillard's yearly stock price <b>increased</b> by 0%
31 December 2016,dillard,dillard's yearly stock price <b>decreased</b> by 36%
31 December 2017,dillard,dillard's yearly stock price <b>decreased</b> by 16%
31 December 2018,dillard,dillard's yearly stock price <b>increased</b> by 36%
31 December 2019,dillard,dillard's yearly stock price <b>decreased</b> by 11%
31 December 2020,dillard,dillard's yearly stock price <b>decreased</b> by 40%
31 December 2011,huawei,huawei's yearly stock price <b>decreased</b> by 22%
31 December 2012,huawei,huawei's yearly stock price <b>decreased</b> by 29%
31 December 2013,huawei,huawei's yearly stock price <b>increased</b> by 6%
31 December 2014,huawei,huawei's yearly stock price <b>increased</b> by 129%
31 December 2015,huawei,huawei's yearly stock price <b>increased</b> by 65%
31 December 2016,huawei,huawei's yearly stock price <b>increased</b> by 20%
31 December 2017,huawei,huawei's yearly stock price <b>decreased</b> by 25%
31 December 2018,huawei,huawei's yearly stock price <b>decreased</b> by 35%
31 December 2019,huawei,huawei's yearly stock price <b>decreased</b> by 43%
31 December 2020,huawei,huawei's yearly stock price <b>decreased</b> by 18%
31 December 2021,huawei,huawei's yearly stock price <b>decreased</b> by 11%
31 December 2009,carmax,carmax's yearly stock price <b>decreased</b> by 3%
31 December 2010,carmax,carmax's yearly stock price <b>increased</b> by 65%
31 December 2011,carmax,carmax's yearly stock price <b>increased</b> by 23%
31 December 2012,carmax,carmax's yearly stock price <b>increased</b> by 2%
31 December 2013,carmax,carmax's yearly stock price <b>increased</b> by 47%
31 December 2014,carmax,carmax's yearly stock price <b>increased</b> by 9%
31 December 2015,carmax,carmax's yearly stock price <b>increased</b> by 29%
31 December 2016,carmax,carmax's yearly stock price <b>decreased</b> by 17%
31 December 2017,carmax,carmax's yearly stock price <b>increased</b> by 25%
31 December 2018,carmax,carmax's yearly stock price <b>increased</b> by 4%
31 December 2019,carmax,carmax's yearly stock price <b>increased</b> by 17%
31 December 2020,carmax,carmax's yearly stock price <b>increased</b> by 11%
31 December 2021,carmax,carmax's yearly stock price <b>increased</b> by 30%
31 December 2009,macys,macys's yearly stock price <b>decreased</b> by 58%
31 December 2010,macys,macys's yearly stock price <b>increased</b> by 145%
31 December 2011,macys,macys's yearly stock price <b>increased</b> by 31%
31 December 2012,macys,macys's yearly stock price <b>increased</b> by 55%
31 December 2013,macys,macys's yearly stock price <b>increased</b> by 19%
31 December 2014,macys,macys's yearly stock price <b>increased</b> by 32%
31 December 2015,macys,macys's yearly stock price <b>increased</b> by 25%
31 December 2016,macys,macys's yearly stock price <b>decreased</b> by 34%
31 December 2017,macys,macys's yearly stock price <b>decreased</b> by 31%
31 December 2018,macys,macys's yearly stock price <b>increased</b> by 33%
31 December 2019,macys,macys's yearly stock price <b>decreased</b> by 30%
31 December 2020,macys,macys's yearly stock price <b>decreased</b> by 54%
31 December 2021,macys,macys's yearly stock price <b>increased</b> by 50%
31 December 2015,ihsmarkit,ihsmarkit's yearly stock price <b>increased</b> by 10%
31 December 2016,ihsmarkit,ihsmarkit's yearly stock price <b>increased</b> by 22%
31 December 2017,ihsmarkit,ihsmarkit's yearly stock price <b>increased</b> by 29%
31 December 2018,ihsmarkit,ihsmarkit's yearly stock price <b>increased</b> by 16%
31 December 2019,ihsmarkit,ihsmarkit's yearly stock price <b>increased</b> by 22%
31 December 2020,ihsmarkit,ihsmarkit's yearly stock price <b>increased</b> by 25%
31 December 2021,ihsmarkit,ihsmarkit's yearly stock price <b>increased</b> by 17%
31 December 2009,fis,fis's yearly stock price <b>increased</b> by 5%
31 December 2010,fis,fis's yearly stock price <b>increased</b> by 28%
31 December 2011,fis,fis's yearly stock price <b>increased</b> by 11%
31 December 2012,fis,fis's yearly stock price <b>increased</b> by 13%
31 December 2013,fis,fis's yearly stock price <b>increased</b> by 39%
31 December 2014,fis,fis's yearly stock price <b>increased</b> by 29%
31 December 2015,fis,fis's yearly stock price <b>increased</b> by 20%
31 December 2016,fis,fis's yearly stock price <b>increased</b> by 11%
31 December 2017,fis,fis's yearly stock price <b>increased</b> by 24%
31 December 2018,fis,fis's yearly stock price <b>increased</b> by 20%
31 December 2019,fis,fis's yearly stock price <b>increased</b> by 21%
31 December 2020,fis,fis's yearly stock price <b>increased</b> by 15%
31 December 2021,fis,fis's yearly stock price <b>decreased</b> by 5%
31 December 2009,centene,centene's yearly stock price <b>decreased</b> by 5%
31 December 2010,centene,centene's yearly stock price <b>increased</b> by 18%
31 December 2011,centene,centene's yearly stock price <b>increased</b> by 47%
31 December 2012,centene,centene's yearly stock price <b>increased</b> by 25%
31 December 2013,centene,centene's yearly stock price <b>increased</b> by 30%
31 December 2014,centene,centene's yearly stock price <b>increased</b> by 43%
31 December 2015,centene,centene's yearly stock price <b>increased</b> by 71%
31 December 2016,centene,centene's yearly stock price <b>decreased</b> by 3%
31 December 2017,centene,centene's yearly stock price <b>increased</b> by 30%
31 December 2018,centene,centene's yearly stock price <b>increased</b> by 51%
31 December 2019,centene,centene's yearly stock price <b>decreased</b> by 12%
31 December 2020,centene,centene's yearly stock price <b>increased</b> by 16%
31 December 2021,centene,centene's yearly stock price <b>decreased</b> by 1%
31 December 2009,disney,disney's yearly stock price <b>decreased</b> by 16%
31 December 2010,disney,disney's yearly stock price <b>increased</b> by 41%
31 December 2011,disney,disney's yearly stock price <b>increased</b> by 12%
31 December 2012,disney,disney's yearly stock price <b>increased</b> by 24%
31 December 2013,disney,disney's yearly stock price <b>increased</b> by 37%
31 December 2014,disney,disney's yearly stock price <b>increased</b> by 36%
31 December 2015,disney,disney's yearly stock price <b>increased</b> by 30%
31 December 2016,disney,disney's yearly stock price <b>decreased</b> by 8%
31 December 2017,disney,disney's yearly stock price <b>increased</b> by 11%
31 December 2018,disney,disney's yearly stock price <b>increased</b> by 4%
31 December 2019,disney,disney's yearly stock price <b>increased</b> by 22%
31 December 2020,disney,disney's yearly stock price <b>decreased</b> by 3%
31 December 2021,disney,disney's yearly stock price <b>increased</b> by 41%
31 December 2009,lowes,lowes's yearly stock price <b>decreased</b> by 9%
31 December 2010,lowes,lowes's yearly stock price <b>increased</b> by 16%
31 December 2011,lowes,lowes's yearly stock price <b>increased</b> by 4%
31 December 2012,lowes,lowes's yearly stock price <b>increased</b> by 29%
31 December 2013,lowes,lowes's yearly stock price <b>increased</b> by 49%
31 December 2014,lowes,lowes's yearly stock price <b>increased</b> by 21%
31 December 2015,lowes,lowes's yearly stock price <b>increased</b> by 41%
31 December 2016,lowes,lowes's yearly stock price <b>increased</b> by 5%
31 December 2017,lowes,lowes's yearly stock price <b>increased</b> by 9%
31 December 2018,lowes,lowes's yearly stock price <b>increased</b> by 24%
31 December 2019,lowes,lowes's yearly stock price <b>increased</b> by 12%
31 December 2020,lowes,lowes's yearly stock price <b>increased</b> by 30%
31 December 2021,lowes,lowes's yearly stock price <b>increased</b> by 27%
31 December 2009,conocophillips,conocophillips's yearly stock price <b>decreased</b> by 37%
31 December 2010,conocophillips,conocophillips's yearly stock price <b>increased</b> by 27%
31 December 2011,conocophillips,conocophillips's yearly stock price <b>increased</b> by 34%
31 December 2012,conocophillips,conocophillips's yearly stock price <b>increased</b> by 7%
31 December 2013,conocophillips,conocophillips's yearly stock price <b>increased</b> by 21%
31 December 2014,conocophillips,conocophillips's yearly stock price <b>increased</b> by 19%
31 December 2015,conocophillips,conocophillips's yearly stock price <b>decreased</b> by 18%
31 December 2016,conocophillips,conocophillips's yearly stock price <b>decreased</b> by 24%
31 December 2017,conocophillips,conocophillips's yearly stock price <b>increased</b> by 15%
31 December 2018,conocophillips,conocophillips's yearly stock price <b>increased</b> by 41%
31 December 2019,conocophillips,conocophillips's yearly stock price <b>decreased</b> by 5%
31 December 2020,conocophillips,conocophillips's yearly stock price <b>decreased</b> by 30%
31 December 2021,conocophillips,conocophillips's yearly stock price <b>increased</b> by 10%
31 December 2009,monsterbeverage,monsterbeverage's yearly stock price <b>increased</b> by 10%
31 December 2010,monsterbeverage,monsterbeverage's yearly stock price <b>increased</b> by 26%
31 December 2011,monsterbeverage,monsterbeverage's yearly stock price <b>increased</b> by 69%
31 December 2012,monsterbeverage,monsterbeverage's yearly stock price <b>increased</b> by 59%
31 December 2013,monsterbeverage,monsterbeverage's yearly stock price <b>decreased</b> by 6%
31 December 2014,monsterbeverage,monsterbeverage's yearly stock price <b>increased</b> by 44%
31 December 2015,monsterbeverage,monsterbeverage's yearly stock price <b>increased</b> by 70%
31 December 2016,monsterbeverage,monsterbeverage's yearly stock price <b>increased</b> by 5%
31 December 2017,monsterbeverage,monsterbeverage's yearly stock price <b>increased</b> by 8%
31 December 2018,monsterbeverage,monsterbeverage's yearly stock price <b>increased</b> by 12%
31 December 2019,monsterbeverage,monsterbeverage's yearly stock price <b>increased</b> by 3%
