company,date,country,count,overall,balance,culture,career,comp,mgmt,knowledge,power,respect,trust,social_support,romance,similarity,identity,fun,conflict,
nokia,2014-09-00,Turkey,1,5.000,5.000,5.000,5.000,5.000,5.000,0.48904,0.44813,0.49907,0.55990,0.51642,0.18061,0.49431,0.45547,0.49703,0.29307,
telefonica,2014-09-00,Argentinia,1,4.000,5.000,2.000,3.000,4.000,4.000,0.63695,0.09255,0.24707,0.20232,0.45035,0.00013,0.30426,0.38669,0.16593,0.01614,
mcdonalds,2014-09-00,KS,1,1.000,1.000,1.000,3.000,1.000,1.000,0.40733,0.28333,0.25545,0.23002,0.35160,0.06778,0.29716,0.32155,0.25424,0.21290,
apple,2014-09-00,UK,4,2.750,3.000,3.000,2.000,3.000,2.500,0.55769,0.27139,0.26409,0.20006,0.32184,0.04671,0.24102,0.30043,0.23962,0.17804,
ericsson,2014-09-00,Italy,1,4.000,5.000,5.000,3.000,3.000,2.000,0.56023,0.11880,0.39673,0.41607,0.58388,0.00015,0.34350,0.33796,0.02445,0.00243,
apple,2014-09-00,Canada,2,3.500,3.000,3.000,1.500,3.000,1.000,0.54079,0.36800,0.30011,0.34310,0.25662,0.01384,0.15678,0.30430,0.23082,0.19915,
nokia,2014-09-00,Poland,1,3.000,4.000,3.000,4.000,2.000,4.000,0.87760,0.33847,0.17574,0.38758,0.19976,0.00264,0.46211,0.45356,0.12928,0.19539,
huawei,2014-09-00,China,2,3.500,1.500,3.000,4.500,3.500,3.500,0.58590,0.50606,0.18071,0.21433,0.20216,0.05449,0.32763,0.31339,0.14605,0.14986,
ericsson,2014-09-00,Canada,1,4.000,4.000,4.000,4.000,3.000,4.000,0.56838,0.30141,0.32182,0.67303,0.44554,0.01920,0.43373,0.37633,0.05205,0.08345,
apple,2014-09-00,Spain,1,3.000,2.000,2.000,2.000,3.000,2.000,0.62697,0.27525,0.19234,0.22255,0.42096,0.00165,0.35807,0.23963,0.18964,0.01565,
apple,2014-09-00,US,76,3.803,3.276,4.276,3.539,4.053,3.355,0.54387,0.24963,0.25198,0.27260,0.30912,0.07384,0.29230,0.30566,0.23590,0.15858,
huawei,2014-09-00,Singapore,1,3.000,1.000,1.000,4.000,3.000,2.000,0.61122,0.14513,0.23466,0.40674,0.63706,0.00020,0.05796,0.31995,0.06407,0.00975,
nokia,2014-09-00,India,15,3.867,4.133,4.000,3.867,3.333,2.867,0.62244,0.41597,0.33106,0.41796,0.36669,0.08607,0.34062,0.39583,0.28262,0.19689,
ericsson,2014-09-00,SouthKorea,1,2.000,3.000,3.000,3.000,2.000,1.000,0.45378,0.42483,0.18498,0.36705,0.34582,0.03933,0.28069,0.33714,0.25973,0.26366,
nokia,2014-09-00,Finland,4,3.000,4.250,3.250,3.500,3.750,1.750,0.67945,0.50669,0.20233,0.20605,0.34333,0.03853,0.13911,0.33686,0.14545,0.21956,
huawei,2014-09-00,Indonesia,1,5.000,3.000,5.000,3.000,4.000,4.000,0.53927,0.51181,0.40214,0.29510,0.35543,0.11364,0.14375,0.32377,0.27603,0.11665,
ericsson,2014-09-00,Spain,1,4.000,5.000,5.000,5.000,3.000,4.000,0.55598,0.19392,0.28976,0.31843,0.61582,0.00545,0.14470,0.30070,0.01786,0.03124,
huawei,2014-09-00,Argentinia,1,4.000,3.000,4.000,3.000,5.000,2.000,0.61961,0.12849,0.28743,0.34382,0.12923,0.00166,0.18922,0.41901,0.07554,0.21636,
ericsson,2014-09-00,India,11,3.545,3.182,3.545,3.182,3.000,2.818,0.51928,0.34808,0.27236,0.32342,0.32004,0.08169,0.28050,0.33912,0.23207,0.16502,
mcdonalds,2014-09-00,UK,6,3.000,2.500,2.833,3.500,2.333,3.333,0.52031,0.29501,0.22149,0.24785,0.34985,0.03480,0.19023,0.27463,0.32752,0.15247,
nokia,2014-09-00,China,4,3.500,4.250,3.500,3.250,3.250,3.250,0.58353,0.40390,0.34215,0.43733,0.43418,0.17962,0.35535,0.42954,0.32606,0.26632,
nokia,2014-09-00,Brazil,2,3.000,3.000,3.000,2.000,4.000,0.000,0.55662,0.12411,0.24729,0.28118,0.10259,0.00256,0.08441,0.38285,0.18000,0.28381,
ericsson,2014-09-00,China,1,4.000,5.000,4.000,4.000,3.000,3.000,0.48180,0.40649,0.42511,0.53106,0.46962,0.09393,0.30812,0.30627,0.37990,0.13401,
huawei,2014-09-00,Venezuela,2,4.000,2.000,3.500,3.500,2.500,3.000,0.53068,0.42288,0.24715,0.20817,0.33733,0.09270,0.23894,0.33711,0.22549,0.13249,
ericsson,2014-09-00,Argentinia,1,3.000,3.000,3.000,3.000,3.000,2.000,0.61634,0.16316,0.15485,0.35807,0.24252,0.08852,0.40906,0.36385,0.20835,0.14147,
huawei,2014-09-00,Kazakhstan,1,4.000,4.000,3.000,4.000,4.000,3.000,0.61974,0.50950,0.24690,0.59119,0.27812,0.13159,0.35879,0.38189,0.05762,0.04694,
nokia,2014-09-00,UK,4,3.750,3.250,4.250,2.000,3.250,2.500,0.61128,0.39805,0.36434,0.33141,0.41843,0.04780,0.36525,0.37630,0.22991,0.21600,
ericsson,2014-09-00,Indonesia,2,4.000,3.500,3.500,3.000,3.500,3.000,0.48224,0.36410,0.33159,0.52100,0.34447,0.07221,0.35756,0.35791,0.34681,0.20399,
nokia,2014-09-00,Singapore,1,5.000,5.000,5.000,5.000,5.000,3.000,0.45746,0.31493,0.64529,0.49817,0.51383,0.15940,0.51688,0.44607,0.50100,0.15397,
huawei,2014-09-00,Malaysia,2,2.500,1.000,2.500,2.500,2.000,2.000,0.54521,0.27889,0.29157,0.27314,0.44338,0.00522,0.26258,0.34898,0.07064,0.13244,
telefonica,2014-09-00,UK,1,4.000,4.000,3.000,3.000,4.000,3.000,0.60509,0.14564,0.33322,0.04526,0.37093,0.00645,0.26018,0.26695,0.14352,0.29956,
ericsson,2014-09-00,Germany,2,3.000,4.500,3.000,3.500,2.500,2.000,0.55384,0.52098,0.25431,0.20423,0.23005,0.09379,0.22037,0.35859,0.22495,0.20121,
apple,2014-09-00,Australia,1,5.000,3.000,5.000,3.000,5.000,4.000,0.47661,0.45906,0.30083,0.39976,0.35531,0.20009,0.35480,0.34228,0.32229,0.18854,
starbucks,2014-09-00,UK,1,4.000,4.000,3.000,3.000,2.000,4.000,0.69022,0.41496,0.10788,0.16370,0.11307,0.00436,0.22441,0.34217,0.16834,0.06664,
huawei,2014-09-00,Switzerland,1,4.000,4.000,5.000,4.000,4.000,4.000,0.61508,0.46699,0.35177,0.59261,0.46067,0.00442,0.16083,0.33995,0.09932,0.01784,
huawei,2014-09-00,Spain,1,3.000,2.000,2.000,2.000,4.000,2.000,0.50563,0.45014,0.28800,0.45143,0.32398,0.04109,0.35740,0.33388,0.24005,0.19740,
ericsson,2014-09-00,US,7,3.571,2.571,3.000,2.286,2.857,2.714,0.59838,0.29691,0.25624,0.26603,0.30047,0.05371,0.30826,0.33425,0.14457,0.13966,
ericsson,2014-09-00,Singapore,1,2.000,4.000,4.000,3.000,4.000,3.000,0.61411,0.34190,0.18863,0.12223,0.16340,0.10095,0.15866,0.34505,0.25956,0.17500,
nokia,2014-09-00,US,16,4.188,4.375,3.875,3.563,3.563,2.438,0.66164,0.36895,0.29071,0.34787,0.34359,0.04737,0.31836,0.35814,0.20246,0.17180,
amazon,2014-09-00,UK,3,2.333,1.333,2.333,1.667,2.667,1.667,0.49668,0.24204,0.15548,0.22613,0.24556,0.05327,0.33088,0.28075,0.20068,0.29121,
apple,2014-09-00,HongKong,1,4.000,4.000,4.000,4.000,5.000,3.000,0.58088,0.29779,0.17560,0.13902,0.33157,0.11913,0.12689,0.26916,0.38582,0.17733,
nokia,2014-09-00,UAE,1,3.000,3.000,2.000,1.000,3.000,1.000,0.80891,0.49087,0.31259,0.40409,0.45435,0.00192,0.22204,0.41683,0.15171,0.10187,
huawei,2014-09-00,India,8,2.500,2.125,1.875,2.375,2.875,1.875,0.54779,0.37578,0.25557,0.37300,0.35244,0.08163,0.25963,0.30385,0.24171,0.13938,
ericsson,2014-09-00,UK,1,3.000,3.000,4.000,3.000,3.000,3.000,0.51055,0.38291,0.30841,0.58107,0.39826,0.04227,0.35739,0.29226,0.40309,0.12263,
ericsson,2014-09-00,Ireland,2,2.000,2.500,3.500,1.000,2.500,1.500,0.63125,0.12832,0.17077,0.15636,0.24822,0.00522,0.17157,0.28250,0.07870,0.17359,
huawei,2014-09-00,US,1,5.000,1.000,3.000,5.000,2.000,3.000,0.49113,0.27723,0.26882,0.54837,0.50359,0.08321,0.30550,0.33659,0.26252,0.11995,
ericsson,2014-10-00,India,15,3.867,4.133,3.867,3.533,3.133,3.400,0.52388,0.38172,0.29383,0.32703,0.33923,0.06320,0.28724,0.33608,0.23495,0.17434,
huawei,2014-10-00,India,6,3.333,2.333,2.667,3.500,3.500,2.667,0.53458,0.24546,0.26747,0.44047,0.44636,0.04302,0.26769,0.31193,0.15612,0.12798,
ericsson,2014-10-00,Greece,1,5.000,5.000,5.000,5.000,5.000,5.000,0.47783,0.28027,0.31084,0.42065,0.28550,0.03148,0.32142,0.36380,0.19114,0.19644,
apple,2014-10-00,HongKong,1,2.000,2.000,1.000,1.000,3.000,1.000,0.45066,0.23814,0.23571,0.15466,0.46926,0.44627,0.26571,0.30139,0.26793,0.14195,
nokia,2014-10-00,Singapore,1,4.000,4.000,4.000,4.000,3.000,3.000,0.79072,0.54094,0.37899,0.23007,0.40517,0.02780,0.46688,0.39304,0.30279,0.11370,
ericsson,2014-10-00,UK,2,3.500,4.500,4.500,3.000,3.000,2.500,0.52857,0.22529,0.26790,0.47841,0.29905,0.00020,0.36192,0.29940,0.11597,0.06299,
ericsson,2014-10-00,Italy,2,2.500,1.500,2.500,2.500,2.000,2.000,0.54082,0.42544,0.36596,0.30561,0.23808,0.00538,0.34008,0.31886,0.07696,0.17948,
huawei,2014-10-00,US,1,1.000,3.000,1.000,2.000,2.000,1.000,0.59846,0.37514,0.13773,0.12883,0.22633,0.01581,0.22096,0.31789,0.10420,0.12169,
huawei,2014-10-00,Netherlands,2,3.500,2.500,2.500,2.000,3.500,2.000,0.61014,0.51302,0.26760,0.30716,0.32103,0.01570,0.21191,0.38344,0.08465,0.10390,
ericsson,2014-10-00,Romania,1,4.000,3.000,4.000,4.000,4.000,3.000,0.62075,0.20160,0.36196,0.34547,0.30686,0.04005,0.13158,0.33203,0.14222,0.08833,
ericsson,2014-10-00,US,9,4.111,3.000,3.333,3.444,3.556,3.778,0.51565,0.29478,0.27322,0.34563,0.33839,0.04753,0.34022,0.31000,0.22544,0.13863,
amazon,2014-10-00,UK,1,2.000,1.000,2.000,3.000,3.000,2.000,0.61890,0.42877,0.16812,0.12573,0.37560,0.02352,0.12317,0.19464,0.17549,0.08448,
nokia,2014-10-00,SaudiArabia,1,4.000,4.000,4.000,3.000,4.000,4.000,0.82301,0.56566,0.19186,0.40190,0.33595,0.00360,0.53362,0.40042,0.18683,0.07937,
ericsson,2014-10-00,Mexico,2,4.000,3.500,4.500,4.000,4.000,3.500,0.63604,0.22892,0.20332,0.15822,0.31800,0.04274,0.15896,0.31195,0.11621,0.06805,
huawei,2014-10-00,Turkey,3,2.333,1.667,2.000,2.000,1.333,1.667,0.51819,0.47709,0.30468,0.30931,0.27932,0.13965,0.23377,0.35459,0.30764,0.20882,
telefonica,2014-10-00,Brazil,1,4.000,4.000,4.000,3.000,4.000,3.000,0.68726,0.11382,0.17240,0.23294,0.25990,0.00079,0.16781,0.36530,0.10277,0.01050,
nokia,2014-10-00,UAE,1,5.000,5.000,5.000,4.000,4.000,4.000,0.63898,0.52542,0.50951,0.52804,0.49249,0.18483,0.40608,0.50157,0.30987,0.33429,
apple,2014-10-00,UK,4,4.250,2.750,4.500,3.250,4.000,3.500,0.46128,0.16750,0.32109,0.38108,0.40215,0.10227,0.34788,0.32435,0.31020,0.19498,
ericsson,2014-10-00,Indonesia,1,3.000,3.000,2.000,3.000,3.000,2.000,0.42123,0.45436,0.40345,0.38190,0.41250,0.16063,0.33595,0.33936,0.45587,0.17038,
ericsson,2014-10-00,Spain,4,3.750,4.750,3.500,3.250,3.250,2.750,0.57544,0.24538,0.25767,0.31633,0.31012,0.02654,0.28578,0.32073,0.13788,0.10924,
apple,2014-10-00,Australia,1,4.000,5.000,5.000,2.000,4.000,4.000,0.46771,0.23430,0.37955,0.35946,0.36289,0.02323,0.34611,0.36886,0.26858,0.23721,
nokia,2014-10-00,India,10,3.800,4.200,4.400,3.300,3.500,3.200,0.66781,0.48800,0.42520,0.51244,0.46635,0.07308,0.31462,0.42893,0.26164,0.18275,
apple,2014-10-00,US,60,3.983,3.167,4.067,3.350,3.917,3.367,0.58103,0.24177,0.23823,0.23941,0.32054,0.05410,0.28426,0.29778,0.20941,0.12765,
ericsson,2014-10-00,Croatia,3,3.667,4.333,4.000,4.000,3.333,2.000,0.56617,0.24793,0.27528,0.18311,0.30916,0.04732,0.31963,0.27419,0.22622,0.10659,
nokia,2014-10-00,Malaysia,1,3.000,4.000,3.000,4.000,4.000,3.000,0.56496,0.54689,0.50942,0.51563,0.49856,0.16974,0.42916,0.49934,0.38813,0.36937,
huawei,2014-10-00,China,2,3.000,2.000,3.000,4.000,3.000,2.500,0.46837,0.28531,0.37337,0.32975,0.40419,0.12420,0.42954,0.36987,0.33013,0.22057,
telefonica,2014-10-00,Spain,2,4.500,3.000,4.000,4.500,4.000,3.500,0.58372,0.39605,0.20025,0.19653,0.32208,0.05273,0.18260,0.27373,0.11515,0.11127,
ericsson,2014-10-00,Canada,1,4.000,2.000,4.000,3.000,4.000,3.000,0.51916,0.40178,0.27126,0.33955,0.45999,0.14711,0.23766,0.33934,0.15414,0.06273,
apple,2014-10-00,Singapore,1,4.000,2.000,4.000,4.000,5.000,4.000,0.62016,0.54976,0.21860,0.23996,0.31950,0.00274,0.14470,0.32973,0.14672,0.10040,
huawei,2014-10-00,Egypt,1,3.000,1.000,1.000,1.000,1.000,0.000,0.45408,0.33153,0.37972,0.44393,0.37060,0.11055,0.37256,0.36023,0.31985,0.23703,
nokia,2014-10-00,Brazil,6,3.500,3.167,3.167,2.167,3.500,0.667,0.52791,0.35647,0.34682,0.35225,0.31177,0.10586,0.30760,0.40794,0.20414,0.27538,
ericsson,2014-10-00,China,2,5.000,4.500,4.500,4.500,3.500,4.000,0.53572,0.39470,0.27844,0.30319,0.28525,0.05638,0.20275,0.34044,0.22893,0.18188,
nokia,2014-10-00,Poland,4,3.500,3.750,3.500,3.750,4.000,3.250,0.64511,0.41896,0.38527,0.44768,0.44599,0.12075,0.27475,0.35881,0.26376,0.18030,
nokia,2014-10-00,US,14,3.429,3.929,4.071,3.143,3.286,2.286,0.66982,0.41136,0.32714,0.36444,0.35978,0.06151,0.36003,0.39214,0.26055,0.18388,
mcdonalds,2014-10-00,UK,12,3.000,3.250,3.333,3.083,2.833,2.917,0.51044,0.23862,0.22578,0.18797,0.34589,0.05973,0.28819,0.28593,0.30005,0.24779,
ericsson,2014-10-00,Egypt,1,5.000,1.000,5.000,2.000,5.000,5.000,0.45522,0.37805,0.36141,0.25224,0.35421,0.13139,0.33745,0.37028,0.24900,0.17830,
apple,2014-10-00,Canada,1,4.000,2.000,5.000,2.000,4.000,3.000,0.69036,0.09131,0.05861,0.00239,0.10285,0.00828,0.46662,0.18024,0.34381,0.16566,
ericsson,2014-10-00,Japan,1,5.000,5.000,5.000,4.000,4.000,4.000,0.48643,0.16395,0.18830,0.36391,0.30308,0.07411,0.14124,0.33740,0.19101,0.17127,
nokia,2014-10-00,Hungary,2,4.500,4.500,5.000,3.500,3.500,1.500,0.58409,0.43312,0.25323,0.28740,0.23264,0.00910,0.23382,0.29101,0.14972,0.13468,
nokia,2014-10-00,UK,2,4.000,2.500,2.500,2.000,2.000,1.500,0.57417,0.24957,0.30998,0.33889,0.37693,0.09073,0.29962,0.38636,0.25163,0.19454,
ericsson,2014-10-00,Australia,1,4.000,4.000,4.000,4.000,3.000,4.000,0.53375,0.36520,0.31361,0.63491,0.52126,0.03395,0.27628,0.34730,0.18548,0.04629,
apple,2014-10-00,Taiwan,1,5.000,4.000,5.000,4.000,4.000,4.000,0.60133,0.36895,0.12733,0.03110,0.33012,0.01954,0.15153,0.28395,0.14166,0.14882,
huawei,2014-10-00,Indonesia,1,3.000,2.000,3.000,1.000,4.000,3.000,0.61487,0.11474,0.16638,0.14354,0.34613,0.01872,0.27112,0.31847,0.20919,0.15908,
telefonica,2014-10-00,UK,1,2.000,5.000,5.000,2.000,5.000,2.000,0.42999,0.39002,0.30761,0.40377,0.34288,0.12678,0.35559,0.35898,0.35936,0.23418,
ericsson,2014-10-00,UAE,1,3.000,3.000,3.000,1.000,4.000,2.000,0.61146,0.20788,0.19760,0.36461,0.27379,0.00982,0.18425,0.33447,0.09901,0.13327,
huawei,2014-10-00,UK,1,3.000,1.000,2.000,3.000,2.000,2.000,0.49071,0.33283,0.34890,0.24657,0.33742,0.07632,0.34218,0.38135,0.18068,0.18239,
starbucks,2014-10-00,UK,3,3.333,3.333,3.667,2.333,2.667,3.000,0.44451,0.22689,0.32288,0.29124,0.36560,0.07011,0.31285,0.30939,0.33713,0.16579,
nokia,2014-10-00,Thailand,1,5.000,3.000,5.000,4.000,5.000,2.000,0.62975,0.23376,0.40385,0.72536,0.49921,0.03723,0.45519,0.49369,0.25552,0.28800,
huawei,2014-10-00,France,1,4.000,2.000,4.000,3.000,3.000,4.000,0.40830,0.29368,0.39439,0.41144,0.45118,0.13145,0.21664,0.29820,0.24287,0.15437,
ericsson,2014-10-00,Thailand,1,4.000,3.000,3.000,3.000,2.000,2.000,0.52077,0.39605,0.31251,0.42472,0.32579,0.01603,0.26950,0.38694,0.06323,0.15946,
apple,2014-11-00,Singapore,1,2.000,1.000,2.000,3.000,4.000,3.000,0.60404,0.60746,0.14600,0.13215,0.24703,0.06104,0.37263,0.21322,0.17946,0.10964,
nokia,2014-11-00,Hungary,1,3.000,4.000,3.000,2.000,3.000,3.000,0.66827,0.53861,0.37391,0.31586,0.49343,0.02966,0.26337,0.37953,0.41724,0.25923,
starbucks,2014-11-00,UK,1,3.000,4.000,4.000,3.000,2.000,3.000,0.46474,0.42224,0.33334,0.28214,0.37722,0.04386,0.26540,0.31578,0.28297,0.10512,
apple,2014-11-00,France,1,2.000,1.000,4.000,1.000,1.000,1.000,0.60047,0.10625,0.33169,0.32952,0.43813,0.04832,0.16845,0.31875,0.25230,0.14370,
telefonica,2014-11-00,UK,1,3.000,3.000,2.000,3.000,4.000,2.000,0.55876,0.10266,0.17980,0.17183,0.24820,0.01392,0.60119,0.29652,0.12048,0.05974,
nokia,2014-11-00,Taiwan,1,4.000,5.000,4.000,4.000,4.000,2.000,0.62039,0.35665,0.17949,0.20531,0.31167,0.09513,0.26472,0.30255,0.13133,0.09719,
nokia,2014-11-00,India,10,3.900,4.500,4.100,3.500,3.800,2.900,0.67239,0.42408,0.32580,0.42398,0.33252,0.10222,0.38691,0.39639,0.28317,0.25355,
huawei,2014-11-00,India,4,3.000,1.250,1.000,3.000,2.750,1.250,0.58848,0.34856,0.18716,0.25764,0.26296,0.05008,0.15655,0.33207,0.23039,0.11580,
ericsson,2014-11-00,Ireland,2,4.500,4.000,4.500,4.000,3.500,3.500,0.59483,0.39213,0.22162,0.23089,0.45820,0.04613,0.26699,0.33089,0.16215,0.14230,
ericsson,2014-11-00,UK,2,2.500,4.000,2.500,1.500,1.500,1.000,0.65474,0.27914,0.25399,0.10346,0.39415,0.00328,0.33705,0.32562,0.07622,0.18714,
nokia,2014-11-00,Portugal,2,2.500,4.000,1.500,4.000,3.000,1.000,0.78314,0.66595,0.31178,0.29113,0.28968,0.05091,0.25464,0.42675,0.17895,0.27148,
ericsson,2014-11-00,Malaysia,1,4.000,4.000,5.000,5.000,4.000,3.000,0.53575,0.29350,0.21825,0.06392,0.33870,0.01439,0.17711,0.28733,0.12524,0.07087,
apple,2014-11-00,Canada,1,5.000,5.000,5.000,5.000,5.000,5.000,0.57633,0.13941,0.36190,0.15151,0.33088,0.09567,0.12005,0.21018,0.09748,0.07577,
amazon,2014-11-00,UK,4,3.500,2.000,3.500,3.750,3.000,2.750,0.52239,0.30490,0.26974,0.27346,0.32195,0.09306,0.21238,0.29839,0.27477,0.16717,
huawei,2014-11-00,US,2,3.500,2.500,2.500,2.500,3.500,2.500,0.62324,0.45712,0.14182,0.15160,0.31495,0.02715,0.30750,0.30610,0.16601,0.09201,
ericsson,2014-11-00,India,14,3.000,3.143,3.214,2.429,2.643,2.071,0.54539,0.33790,0.26559,0.31615,0.32028,0.05680,0.23146,0.32553,0.21926,0.17202,
nokia,2014-11-00,Poland,1,4.000,4.000,4.000,2.000,4.000,3.000,0.84064,0.28035,0.27965,0.41099,0.50656,0.02237,0.29971,0.34380,0.25431,0.09537,
ericsson,2014-11-00,Lebanon,1,4.000,4.000,4.000,4.000,3.000,2.000,0.60811,0.21484,0.16961,0.14024,0.17956,0.04533,0.14035,0.31897,0.25725,0.10067,
apple,2014-11-00,HongKong,1,4.000,5.000,5.000,3.000,4.000,4.000,0.36495,0.17522,0.40914,0.61768,0.54622,0.01889,0.26821,0.31190,0.40212,0.10141,
apple,2014-11-00,UK,3,4.333,4.000,4.333,3.333,3.333,3.667,0.55528,0.27361,0.39293,0.33511,0.43391,0.03852,0.21475,0.27026,0.28024,0.09078,
ericsson,2014-11-00,UAE,1,4.000,5.000,5.000,3.000,4.000,2.000,0.60200,0.19586,0.30018,0.21069,0.43616,0.11390,0.15598,0.37918,0.33283,0.10523,
nokia,2014-11-00,US,7,4.000,4.286,4.286,3.571,4.286,2.857,0.56760,0.40143,0.35276,0.42757,0.39047,0.09783,0.37234,0.38744,0.25591,0.19937,
huawei,2014-11-00,Malaysia,1,2.000,1.000,3.000,2.000,3.000,2.000,0.47340,0.37692,0.37022,0.20929,0.35266,0.14521,0.25134,0.32739,0.25280,0.17393,
ericsson,2014-11-00,Romania,1,4.000,4.000,5.000,4.000,4.000,3.000,0.49277,0.21057,0.42096,0.67908,0.61029,0.00024,0.26428,0.32652,0.04779,0.01879,
telefonica,2014-11-00,Germany,1,3.000,3.000,3.000,3.000,3.000,3.000,0.44576,0.31470,0.33415,0.36579,0.41024,0.09453,0.34179,0.40162,0.24551,0.18532,
nokia,2014-11-00,Germany,1,3.000,2.000,3.000,3.000,4.000,0.000,0.71721,0.65648,0.41727,0.53237,0.41383,0.09468,0.34829,0.45620,0.18917,0.25496,
ericsson,2014-11-00,US,11,3.636,3.364,3.455,3.364,3.818,2.364,0.60135,0.39577,0.20356,0.27911,0.27531,0.06286,0.19966,0.33036,0.15552,0.17246,
apple,2014-11-00,US,56,3.786,3.071,3.839,3.214,3.893,3.214,0.52180,0.26388,0.26317,0.31046,0.34276,0.07277,0.29179,0.32056,0.27246,0.17048,
ericsson,2014-11-00,Hungary,1,3.000,3.000,5.000,5.000,2.000,3.000,0.56277,0.46984,0.25682,0.24363,0.20398,0.11534,0.31185,0.34150,0.22699,0.27482,
telefonica,2014-11-00,Spain,1,3.000,4.000,4.000,1.000,3.000,2.000,0.45230,0.48477,0.25285,0.49697,0.33264,0.05127,0.22378,0.30977,0.22526,0.11462,
mcdonalds,2014-11-00,UK,9,3.000,3.111,3.222,2.889,2.667,2.111,0.56490,0.23456,0.19775,0.18408,0.28274,0.09374,0.25157,0.25883,0.30486,0.15089,
nokia,2014-11-00,China,1,3.000,5.000,2.000,2.000,3.000,3.000,0.44029,0.36613,0.36078,0.34834,0.41877,0.10108,0.32754,0.35403,0.32816,0.24684,
nokia,2014-11-00,Brazil,2,3.500,3.500,4.500,3.000,3.000,1.000,0.70359,0.19028,0.26433,0.37642,0.26441,0.07979,0.33880,0.42070,0.15974,0.21587,
ericsson,2014-11-00,Sweden,1,3.000,5.000,2.000,2.000,3.000,1.000,0.61922,0.38030,0.20141,0.19637,0.42434,0.00751,0.05742,0.22422,0.09090,0.17559,
telefonica,2014-11-00,Venezuela,1,5.000,5.000,4.000,4.000,5.000,4.000,0.45053,0.38477,0.35222,0.38510,0.31281,0.07086,0.35445,0.36009,0.36548,0.22291,
nokia,2014-11-00,UK,2,3.000,4.000,3.000,2.500,3.500,1.500,0.73154,0.32675,0.28598,0.22678,0.32858,0.03777,0.24921,0.34314,0.25417,0.28319,
nokia,2014-11-00,Finland,3,3.000,2.333,2.000,2.000,2.333,1.000,0.81246,0.41869,0.24363,0.34195,0.38350,0.00478,0.37253,0.43553,0.17580,0.18844,
telefonica,2014-12-00,UK,1,1.000,4.000,1.000,1.000,2.000,1.000,0.51156,0.08597,0.20003,0.30498,0.39584,0.02189,0.49226,0.27344,0.16147,0.21304,
huawei,2014-12-00,India,5,3.000,1.800,2.000,2.800,2.600,2.000,0.46901,0.30336,0.30629,0.44537,0.45677,0.07822,0.33779,0.30843,0.31944,0.13960,
ericsson,2014-12-00,China,2,4.000,4.000,4.000,4.000,3.500,4.000,0.44291,0.25489,0.37406,0.54489,0.38579,0.02730,0.40620,0.36086,0.18419,0.15025,
huawei,2014-12-00,UK,2,3.000,1.000,0.500,1.000,1.500,0.500,0.48190,0.48312,0.28085,0.34460,0.30490,0.07472,0.39981,0.35690,0.23214,0.21738,
nokia,2014-12-00,US,5,3.000,3.800,3.000,2.200,4.400,2.000,0.81592,0.33196,0.18844,0.34166,0.27785,0.01702,0.32068,0.36220,0.14961,0.17680,
huawei,2014-12-00,Egypt,1,3.000,2.000,3.000,3.000,3.000,3.000,0.63923,0.38277,0.20033,0.11917,0.24988,0.03242,0.11694,0.33811,0.22230,0.11793,
ericsson,2014-12-00,Germany,1,3.000,3.000,3.000,3.000,3.000,3.000,0.57601,0.24924,0.22463,0.50841,0.29770,0.04667,0.39383,0.29993,0.36443,0.19730,
telefonica,2014-12-00,Brazil,1,3.000,3.000,3.000,3.000,4.000,3.000,0.48375,0.26793,0.31661,0.39967,0.42811,0.09048,0.33155,0.36867,0.25216,0.19618,
apple,2014-12-00,Australia,1,4.000,2.000,5.000,2.000,4.000,1.000,0.62854,0.33875,0.15200,0.14307,0.37713,0.02835,0.37433,0.30565,0.14893,0.03310,
nokia,2014-12-00,China,1,1.000,3.000,3.000,2.000,3.000,1.000,0.83165,0.61626,0.32608,0.68493,0.31384,0.01099,0.30058,0.42632,0.35416,0.13756,
ericsson,2014-12-00,Canada,3,3.667,3.667,3.667,4.000,3.000,2.667,0.49939,0.35987,0.26671,0.40653,0.36320,0.05013,0.29299,0.32909,0.30590,0.14588,
starbucks,2014-12-00,UK,2,3.500,4.000,3.000,3.000,3.000,2.000,0.54218,0.42783,0.21254,0.40124,0.33140,0.00659,0.21301,0.29247,0.30070,0.11767,
telefonica,2014-12-00,Mexico,1,3.000,5.000,3.000,3.000,4.000,2.000,0.59440,0.36558,0.22997,0.32692,0.35966,0.09991,0.14099,0.37749,0.29949,0.28262,
apple,2014-12-00,Ireland,2,4.000,3.500,4.000,4.000,3.500,4.000,0.62882,0.20569,0.18233,0.35312,0.40539,0.00057,0.20421,0.29379,0.07918,0.07245,
ericsson,2014-12-00,Morocco,1,5.000,5.000,5.000,4.000,4.000,4.000,0.50448,0.24939,0.32615,0.26510,0.31314,0.10495,0.24517,0.32731,0.28754,0.11128,
ericsson,2014-12-00,Sweden,2,4.000,4.500,5.000,3.000,2.500,1.500,0.46101,0.34714,0.35086,0.43878,0.40492,0.11582,0.34221,0.35572,0.26343,0.13849,
nokia,2014-12-00,Israel,1,5.000,3.000,5.000,3.000,3.000,4.000,0.46800,0.37982,0.42951,0.57537,0.47337,0.02707,0.23723,0.34422,0.12917,0.03974,
telefonica,2014-12-00,Germany,1,3.000,4.000,1.000,2.000,3.000,1.000,0.53183,0.30445,0.19824,0.30755,0.34558,0.08531,0.27357,0.38608,0.15274,0.35909,
