company,date,country,count,overall,balance,culture,career,comp,mgmt,knowledge,power,respect,trust,social_support,romance,similarity,identity,fun,conflict,
ericsson,2018-11-00,Sweden,5,2.600,2.000,1.200,1.200,1.200,1.600,0.51334,0.36776,0.27535,0.35458,0.32828,0.06115,0.30758,0.35425,0.23318,0.20632,
amazon,2018-11-00,Romania,1,4.000,2.000,4.000,4.000,3.000,4.000,0.49880,0.40298,0.41131,0.36323,0.36886,0.08495,0.23263,0.38999,0.20306,0.31285,
nokia,2018-11-00,Germany,6,4.500,4.333,4.667,4.000,4.333,4.333,0.56588,0.31068,0.37195,0.32103,0.31181,0.07784,0.28792,0.41345,0.21545,0.35416,
amazon,2018-11-00,Spain,1,4.000,0.000,0.000,0.000,0.000,0.000,0.38429,0.32525,0.32204,0.39974,0.37308,0.15303,0.33586,0.33301,0.34583,0.17908,
huawei,2018-11-00,Sweden,1,2.000,1.000,1.000,3.000,5.000,1.000,0.66846,0.38585,0.13312,0.13191,0.07560,0.00582,0.10692,0.35262,0.04538,0.23573,
ericsson,2018-11-00,Ireland,1,3.000,5.000,5.000,4.000,4.000,4.000,0.39078,0.34894,0.41375,0.45900,0.43862,0.05104,0.31590,0.37209,0.18847,0.24184,
apple,2018-11-00,Ireland,1,4.000,3.000,4.000,4.000,4.000,3.000,0.40790,0.32193,0.35996,0.34262,0.46671,0.01700,0.32601,0.34774,0.16612,0.26141,
nokia,2018-11-00,Australia,1,4.000,0.000,0.000,0.000,0.000,0.000,0.61712,0.52440,0.41635,0.55231,0.54324,0.08476,0.46050,0.49123,0.33348,0.18537,
amazon,2018-11-00,Luxembourg,1,4.000,2.000,4.000,5.000,4.000,3.000,0.62231,0.32464,0.16621,0.12129,0.37984,0.06529,0.14823,0.33933,0.33233,0.11325,
amazon,2018-11-00,Italy,1,1.000,1.000,1.000,1.000,1.000,1.000,0.49548,0.31661,0.24734,0.21293,0.26228,0.13253,0.25098,0.30403,0.25594,0.15019,
amazon,2018-11-00,India,73,4.068,3.192,3.849,3.630,3.452,3.247,0.47646,0.36062,0.31092,0.35225,0.34706,0.10569,0.31344,0.33811,0.28130,0.19650,
huawei,2018-11-00,Romania,1,4.000,4.000,5.000,2.000,4.000,3.000,0.42035,0.38151,0.39857,0.36865,0.39025,0.09926,0.36404,0.38913,0.29512,0.27729,
telefonica,2018-11-00,Brazil,1,4.000,5.000,4.000,4.000,4.000,4.000,0.55797,0.38843,0.29747,0.19826,0.31197,0.01902,0.19212,0.35140,0.25074,0.11967,
ericsson,2018-11-00,Nigeria,2,5.000,5.000,4.500,4.500,4.500,4.500,0.45979,0.38008,0.40915,0.41097,0.40020,0.13696,0.31189,0.33671,0.35841,0.22359,
ericsson,2018-11-00,Spain,1,2.000,4.000,2.000,3.000,2.000,1.000,0.48701,0.21925,0.28881,0.42432,0.31134,0.02933,0.30524,0.38901,0.07845,0.23912,
nokia,2018-11-00,Philippines,2,4.500,4.000,4.500,4.000,4.500,4.500,0.53565,0.44361,0.35341,0.35528,0.45655,0.16023,0.31754,0.40356,0.31687,0.26263,
amazon,2018-11-00,Germany,3,4.000,4.667,5.000,3.667,4.000,4.000,0.60294,0.40936,0.18915,0.21058,0.25716,0.06467,0.32217,0.30706,0.15412,0.12793,
ericsson,2018-11-00,Singapore,1,4.000,4.000,4.000,4.000,3.000,4.000,0.43942,0.38304,0.37282,0.37895,0.44676,0.13229,0.34336,0.33849,0.37049,0.16448,
amazon,2018-11-00,US,166,3.759,3.193,3.464,3.639,3.669,3.169,0.51103,0.31621,0.25451,0.27497,0.34534,0.09034,0.27672,0.30797,0.24972,0.17474,
huawei,2018-11-00,Germany,1,5.000,5.000,5.000,5.000,4.000,5.000,0.43266,0.36402,0.36331,0.47555,0.42897,0.12536,0.34092,0.36708,0.14303,0.20083,
apple,2018-11-00,Singapore,1,5.000,5.000,5.000,5.000,5.000,5.000,0.35467,0.32752,0.40120,0.44626,0.41508,0.07767,0.34999,0.35020,0.24323,0.20407,
telefonica,2018-11-00,UK,3,4.000,4.667,4.000,2.667,4.667,3.333,0.46080,0.31099,0.32955,0.34999,0.40583,0.09960,0.27936,0.34104,0.20569,0.17826,
amazon,2018-11-00,CzechRepublic,4,2.500,3.000,3.000,2.500,2.000,2.500,0.45987,0.35905,0.28839,0.33381,0.39025,0.12898,0.29132,0.35334,0.35862,0.19267,
ericsson,2018-11-00,Denmark,1,3.000,2.000,3.000,3.000,3.000,2.000,0.53102,0.39285,0.31302,0.27751,0.35847,0.06306,0.22953,0.34383,0.15370,0.16529,
nokia,2018-11-00,SaudiArabia,1,5.000,4.000,5.000,4.000,4.000,0.000,0.57899,0.48780,0.56740,0.64320,0.59955,0.18730,0.44865,0.44149,0.35718,0.31148,
huawei,2018-11-00,US,1,2.000,1.000,2.000,2.000,4.000,2.000,0.44326,0.43022,0.29665,0.42196,0.42497,0.13198,0.36306,0.33770,0.25395,0.23156,
huawei,2018-11-00,Spain,1,1.000,1.000,1.000,1.000,3.000,1.000,0.28362,0.30469,0.27682,0.31994,0.39288,0.12751,0.27878,0.31322,0.34318,0.28879,
huawei,2018-11-00,Iran,1,5.000,5.000,5.000,4.000,5.000,5.000,0.37026,0.25229,0.37655,0.33492,0.42275,0.10892,0.21067,0.35098,0.26551,0.31607,
telefonica,2018-11-00,Spain,4,4.250,4.500,4.500,4.000,4.000,3.750,0.53973,0.33433,0.23454,0.35306,0.35756,0.03169,0.27757,0.32656,0.22221,0.17446,
nokia,2018-11-00,Albania,1,4.000,4.000,4.000,1.000,3.000,4.000,0.65112,0.53730,0.50201,0.42773,0.50345,0.03588,0.35570,0.42533,0.34204,0.12395,
ericsson,2018-11-00,Germany,2,3.500,4.500,4.500,3.500,3.500,2.500,0.57893,0.34936,0.24619,0.55893,0.28686,0.03832,0.36123,0.33781,0.23072,0.21554,
nokia,2018-11-00,Greece,3,4.333,4.000,4.000,3.667,3.000,2.333,0.58577,0.36928,0.39659,0.45563,0.35220,0.18818,0.32179,0.42578,0.46108,0.30605,
amazon,2018-11-00,Slovakia,2,1.000,0.000,0.000,0.000,0.000,0.000,0.40778,0.48281,0.28901,0.33420,0.32105,0.09262,0.29313,0.34909,0.26956,0.27981,
ericsson,2018-11-00,Canada,5,4.000,4.000,4.400,3.400,3.600,3.800,0.54786,0.37274,0.31792,0.30151,0.37607,0.06772,0.29008,0.33780,0.24979,0.17207,
starbucks,2018-11-00,UK,2,4.000,2.000,3.000,3.500,3.000,3.000,0.39973,0.30711,0.38030,0.36487,0.42404,0.11495,0.33158,0.32784,0.31646,0.15275,
huawei,2018-11-00,Philippines,1,3.000,4.000,3.000,2.000,4.000,3.000,0.62796,0.38948,0.16695,0.12166,0.12204,0.09053,0.11860,0.33526,0.11139,0.09912,
nokia,2018-11-00,Brazil,2,4.000,4.500,4.500,4.000,3.500,0.000,0.60577,0.13935,0.30022,0.23308,0.12251,0.10439,0.12146,0.36232,0.19646,0.26622,
nokia,2018-11-00,Hungary,2,4.000,5.000,4.500,4.000,3.500,3.500,0.45201,0.37590,0.33268,0.30326,0.44588,0.08246,0.27694,0.30765,0.31245,0.13831,
amazon,2018-11-00,CostaRica,1,5.000,5.000,5.000,5.000,5.000,5.000,0.47757,0.26965,0.28851,0.46374,0.40371,0.17580,0.30462,0.32753,0.27726,0.17483,
ericsson,2018-11-00,Mexico,1,5.000,0.000,0.000,0.000,0.000,0.000,0.34766,0.33347,0.43947,0.39697,0.40177,0.09331,0.38144,0.35867,0.41054,0.15115,
nokia,2018-11-00,US,8,3.500,3.250,3.250,2.125,3.125,2.500,0.53505,0.43199,0.38724,0.42441,0.43825,0.12396,0.33325,0.38044,0.31732,0.19688,
nokia,2018-11-00,Ireland,1,2.000,4.000,3.000,1.000,2.000,1.000,0.85333,0.54412,0.23994,0.34116,0.18429,0.06785,0.72095,0.34525,0.25348,0.15112,
amazon,2018-11-00,Mexico,1,5.000,5.000,5.000,5.000,4.000,5.000,0.45278,0.40086,0.32435,0.28705,0.30363,0.09533,0.29921,0.36570,0.29844,0.24128,
nokia,2018-11-00,Finland,6,2.833,2.667,1.833,1.833,1.833,1.333,0.49656,0.39652,0.35489,0.42511,0.39365,0.11961,0.35396,0.35210,0.31771,0.22972,
amazon,2018-11-00,SouthAfrica,2,5.000,5.000,5.000,5.000,5.000,5.000,0.51894,0.47599,0.23877,0.21653,0.25996,0.12917,0.26399,0.31751,0.31169,0.16471,
huawei,2018-11-00,India,3,2.667,1.333,2.000,2.667,2.000,1.333,0.52100,0.46120,0.24391,0.40592,0.32884,0.05248,0.23997,0.31835,0.28165,0.16151,
apple,2018-11-00,China,2,5.000,5.000,5.000,5.000,5.000,5.000,0.36675,0.27211,0.39997,0.30810,0.41096,0.15480,0.33795,0.36680,0.22471,0.26681,
huawei,2018-11-00,UK,1,1.000,1.000,1.000,1.000,1.000,1.000,0.55216,0.48912,0.22559,0.34444,0.22325,0.06197,0.23440,0.28771,0.14615,0.17183,
nokia,2018-11-00,Portugal,1,4.000,4.000,3.000,4.000,3.000,3.000,0.61782,0.60379,0.44561,0.43278,0.47908,0.19445,0.38357,0.45015,0.45967,0.33777,
amazon,2018-11-00,Singapore,1,4.000,5.000,5.000,4.000,1.000,4.000,0.43039,0.28612,0.37234,0.29328,0.29364,0.01182,0.33878,0.41035,0.20284,0.23112,
ericsson,2018-11-00,Morocco,1,5.000,5.000,5.000,3.000,3.000,4.000,0.35333,0.27239,0.46427,0.52320,0.42069,0.12179,0.28329,0.33576,0.39912,0.19437,
nokia,2018-11-00,India,14,3.857,4.214,3.857,3.571,3.429,3.643,0.58873,0.47791,0.32968,0.33406,0.34373,0.11514,0.34215,0.38648,0.28669,0.18081,
mcdonalds,2018-11-00,UK,25,2.960,2.400,3.000,2.680,2.640,2.520,0.45674,0.28661,0.28183,0.26154,0.34122,0.10864,0.30249,0.31127,0.32237,0.23424,
huawei,2018-11-00,Netherlands,1,1.000,1.000,1.000,1.000,3.000,1.000,0.65549,0.55553,0.15451,0.31525,0.15836,0.01637,0.18937,0.37407,0.15566,0.18605,
huawei,2018-11-00,Malaysia,1,4.000,4.000,3.000,4.000,4.000,3.000,0.60891,0.36604,0.21374,0.38049,0.36728,0.03520,0.17551,0.39071,0.15627,0.09145,
ericsson,2018-11-00,UK,1,1.000,1.000,1.000,1.000,1.000,1.000,0.64743,0.16360,0.14121,0.33113,0.08776,0.01394,0.07460,0.25139,0.14038,0.15387,
nokia,2018-11-00,Indonesia,1,4.000,5.000,5.000,4.000,5.000,4.000,0.55926,0.31285,0.24228,0.11051,0.41742,0.06687,0.24207,0.33345,0.24407,0.12626,
ericsson,2018-11-00,China,1,5.000,5.000,5.000,5.000,5.000,5.000,0.43216,0.32615,0.31925,0.43294,0.35344,0.10251,0.37803,0.35743,0.31059,0.19545,
macys,2018-11-00,US,56,3.036,2.911,2.679,2.518,2.286,2.143,0.49466,0.32888,0.26949,0.28949,0.31073,0.08951,0.28184,0.31577,0.26192,0.21091,
amazon,2018-11-00,Ireland,2,3.000,2.500,3.500,3.000,3.500,2.500,0.56115,0.23754,0.22767,0.38232,0.34096,0.05035,0.20195,0.28772,0.31261,0.15897,
nokia,2018-12-00,Poland,2,4.000,4.000,4.000,3.500,3.000,3.500,0.58351,0.44259,0.34096,0.48888,0.34200,0.08288,0.39527,0.39513,0.40431,0.25374,
huawei,2018-12-00,Malaysia,1,1.000,1.000,1.000,1.000,2.000,1.000,0.54162,0.58504,0.15634,0.26742,0.20394,0.01821,0.21865,0.28950,0.34103,0.43606,
nokia,2018-12-00,Brazil,1,5.000,3.000,5.000,2.000,4.000,0.000,0.75282,0.22899,0.36550,0.39366,0.22316,0.10611,0.20303,0.50040,0.24908,0.39854,
huawei,2018-12-00,Brazil,1,4.000,4.000,4.000,4.000,5.000,4.000,0.52802,0.48178,0.22172,0.25042,0.24298,0.06007,0.24030,0.36152,0.26655,0.18742,
huawei,2018-12-00,UK,1,1.000,1.000,1.000,1.000,3.000,1.000,0.48448,0.38372,0.28619,0.17686,0.25803,0.11074,0.24817,0.36038,0.30054,0.36239,
ericsson,2018-12-00,Bahrain,1,5.000,5.000,5.000,4.000,5.000,4.000,0.42897,0.41387,0.35292,0.45881,0.40415,0.08867,0.30915,0.33356,0.24194,0.28679,
nokia,2018-12-00,Germany,3,3.667,3.333,4.667,3.000,2.333,3.000,0.56659,0.25218,0.39267,0.30312,0.27319,0.07265,0.33897,0.43859,0.20720,0.32326,
mcdonalds,2018-12-00,UK,17,3.471,2.412,2.706,3.000,2.941,2.647,0.45472,0.34946,0.31998,0.33134,0.37793,0.14343,0.28134,0.32540,0.31771,0.22639,
amazon,2018-12-00,Marocco,2,1.000,2.000,1.000,3.000,3.000,1.000,0.40809,0.14699,0.20445,0.18390,0.13410,0.00267,0.21104,0.39130,0.13278,0.50764,
amazon,2018-12-00,UAE,2,5.000,5.000,5.000,5.000,5.000,4.000,0.38266,0.30285,0.34367,0.44095,0.37810,0.33622,0.34484,0.36158,0.17981,0.16382,
ericsson,2018-12-00,UK,1,4.000,0.000,0.000,0.000,0.000,0.000,0.47723,0.44041,0.28690,0.33114,0.38570,0.04543,0.26753,0.33410,0.23997,0.19312,
apple,2018-12-00,US,39,3.872,3.026,3.923,3.513,4.179,3.179,0.50128,0.32538,0.28987,0.32945,0.34874,0.08137,0.31030,0.32098,0.25188,0.16136,
macys,2018-12-00,US,47,2.447,2.362,2.340,2.191,1.872,1.596,0.47637,0.30807,0.26392,0.26267,0.31973,0.09241,0.28476,0.31219,0.27743,0.25798,
amazon,2018-12-00,CzechRepublic,2,1.000,3.000,1.000,1.000,1.000,1.000,0.55639,0.43332,0.23245,0.25692,0.18833,0.06981,0.18555,0.28534,0.07706,0.24408,
ericsson,2018-12-00,Romania,1,4.000,4.000,4.000,4.000,4.000,4.000,0.41324,0.33117,0.36346,0.34272,0.42120,0.18562,0.34392,0.34590,0.31596,0.20116,
huawei,2018-12-00,India,2,4.000,3.500,4.000,3.500,3.500,3.000,0.58380,0.38409,0.22639,0.41307,0.28289,0.09686,0.32976,0.34549,0.22655,0.13668,
nokia,2018-12-00,NewZealand,1,4.000,3.000,3.000,4.000,3.000,4.000,0.84637,0.41766,0.43223,0.32870,0.39509,0.10442,0.14793,0.45687,0.35888,0.15491,
amazon,2018-12-00,Ireland,5,4.600,3.800,4.600,4.400,4.600,4.400,0.57719,0.24426,0.19784,0.19416,0.36994,0.07876,0.26318,0.30266,0.24236,0.14314,
huawei,2018-12-00,Russia,1,1.000,1.000,1.000,1.000,3.000,1.000,0.43709,0.36282,0.28236,0.31985,0.26147,0.16571,0.35583,0.37288,0.35518,0.35934,
apple,2018-12-00,Spain,1,5.000,5.000,5.000,5.000,5.000,5.000,0.61930,0.13652,0.21986,0.12205,0.21472,0.10211,0.30889,0.26646,0.25078,0.12006,
amazon,2018-12-00,US,151,3.563,3.046,3.477,3.709,3.656,3.073,0.49839,0.30758,0.26101,0.28224,0.33322,0.08900,0.27672,0.30931,0.25687,0.19168,
ericsson,2018-12-00,US,2,4.000,4.000,4.000,3.500,4.000,3.500,0.51161,0.33961,0.31808,0.37927,0.32482,0.19031,0.27857,0.32686,0.27025,0.15776,
amazon,2018-12-00,Germany,4,4.500,3.750,4.500,4.500,3.750,3.750,0.62729,0.32213,0.22472,0.16337,0.24613,0.05570,0.11961,0.26375,0.21888,0.07760,
huawei,2018-12-00,Philippines,1,4.000,3.000,4.000,4.000,4.000,4.000,0.45392,0.20749,0.32723,0.29107,0.40505,0.16795,0.27724,0.31170,0.35962,0.15016,
nokia,2018-12-00,Philippines,1,4.000,3.000,5.000,3.000,5.000,1.000,0.68446,0.44660,0.38036,0.53021,0.47060,0.02125,0.47761,0.45013,0.53105,0.26251,
amazon,2018-12-00,CostaRica,1,3.000,3.000,3.000,4.000,5.000,3.000,0.60442,0.17393,0.21207,0.14024,0.16878,0.04609,0.21527,0.29620,0.25032,0.18035,
nokia,2018-12-00,SouthAfrica,1,5.000,4.000,5.000,4.000,4.000,5.000,0.62457,0.53632,0.49005,0.64173,0.48529,0.20521,0.44493,0.46358,0.55452,0.25460,
apple,2018-12-00,UK,10,4.200,4.000,4.000,3.900,4.200,3.700,0.53299,0.28607,0.27985,0.26833,0.44940,0.09444,0.28780,0.28236,0.27775,0.12545,
ericsson,2018-12-00,Germany,1,4.000,5.000,4.000,4.000,4.000,4.000,0.46148,0.35032,0.36502,0.38287,0.34672,0.12332,0.33948,0.34670,0.25860,0.21303,
nokia,2018-12-00,Malaysia,2,3.000,0.000,0.000,0.000,0.000,0.000,0.48006,0.36304,0.30422,0.35968,0.35802,0.05486,0.34385,0.31534,0.32615,0.23544,
huawei,2018-12-00,Kazakhstan,1,1.000,1.000,1.000,2.000,2.000,1.000,0.67155,0.47270,0.14497,0.30026,0.14939,0.00269,0.16531,0.29246,0.19704,0.03497,
apple,2018-12-00,India,1,4.000,5.000,5.000,4.000,4.000,3.000,0.35992,0.30158,0.41149,0.48237,0.39673,0.12757,0.37702,0.33118,0.21890,0.15529,
amazon,2018-12-00,UK,17,3.588,3.059,3.471,3.471,3.412,3.176,0.49225,0.30623,0.28032,0.32799,0.32155,0.10039,0.26300,0.30947,0.31438,0.20039,
ericsson,2018-12-00,Bangladesh,1,5.000,5.000,4.000,3.000,2.000,3.000,0.63399,0.60790,0.17259,0.32847,0.30417,0.00474,0.13775,0.33501,0.14748,0.02806,
amazon,2018-12-00,India,113,3.991,3.398,3.903,3.752,3.779,3.283,0.47460,0.35339,0.30651,0.35644,0.35474,0.11335,0.31914,0.34433,0.30027,0.19910,
huawei,2018-12-00,China,1,3.000,1.000,3.000,3.000,3.000,2.000,0.51426,0.27691,0.33906,0.44329,0.37752,0.02060,0.33493,0.31502,0.33752,0.02847,
nokia,2018-12-00,SaudiArabia,1,4.000,3.000,3.000,4.000,3.000,3.000,0.51629,0.53557,0.48790,0.54280,0.50235,0.29896,0.49472,0.50302,0.45177,0.38456,
amazon,2018-12-00,Singapore,1,5.000,4.000,5.000,4.000,3.000,4.000,0.52626,0.37936,0.31458,0.55383,0.34815,0.01309,0.30762,0.35259,0.08432,0.23038,
huawei,2018-12-00,UAE,2,2.000,1.000,1.500,3.000,2.000,1.000,0.56329,0.44636,0.23791,0.18562,0.22084,0.08136,0.26830,0.36441,0.26306,0.23897,
ericsson,2018-12-00,Australia,2,3.000,1.000,1.000,1.000,1.000,0.500,0.41583,0.43678,0.31440,0.29636,0.37945,0.23193,0.34425,0.34727,0.28537,0.25536,
nokia,2018-12-00,US,2,4.000,3.000,4.500,3.000,4.500,4.000,0.55726,0.38335,0.31071,0.48247,0.30223,0.13221,0.28103,0.32321,0.26640,0.17012,
nokia,2018-12-00,Finland,1,4.000,3.000,4.000,3.000,4.000,3.000,0.56084,0.35884,0.29969,0.34761,0.21205,0.10024,0.29283,0.39718,0.14049,0.22061,
ericsson,2018-12-00,India,21,3.857,4.143,3.810,3.667,3.286,2.952,0.50012,0.35421,0.28803,0.32247,0.31587,0.09056,0.29643,0.35208,0.23558,0.18050,
nokia,2018-12-00,Greece,2,4.000,4.500,5.000,1.500,2.000,2.500,0.52037,0.48234,0.40567,0.44183,0.40993,0.10484,0.32131,0.38903,0.35892,0.32974,
ericsson,2018-12-00,Mexico,2,4.500,4.500,4.000,4.000,4.000,3.500,0.51512,0.40274,0.38497,0.34002,0.35277,0.07512,0.30692,0.36950,0.22023,0.14747,
huawei,2018-12-00,Canada,1,5.000,4.000,4.000,2.000,3.000,4.000,0.40917,0.38874,0.44472,0.43913,0.40903,0.06499,0.31101,0.35386,0.33088,0.17509,
nokia,2018-12-00,Hungary,1,5.000,2.000,5.000,2.000,5.000,4.000,0.50204,0.23545,0.26195,0.21456,0.28927,0.06741,0.29271,0.40688,0.19427,0.19899,
huawei,2018-12-00,Spain,1,4.000,2.000,2.000,5.000,5.000,3.000,0.51484,0.30334,0.36600,0.54302,0.38744,0.04485,0.25349,0.33643,0.29499,0.09997,
ericsson,2018-12-00,Turkey,1,3.000,3.000,4.000,2.000,3.000,1.000,0.42340,0.34252,0.40670,0.28143,0.39600,0.04764,0.35339,0.36740,0.30173,0.17782,
amazon,2018-12-00,Romania,1,5.000,3.000,5.000,4.000,5.000,4.000,0.58156,0.46400,0.21212,0.41143,0.26569,0.12552,0.23491,0.33143,0.22949,0.10622,
ericsson,2018-12-00,Hungary,1,4.000,5.000,5.000,4.000,4.000,3.000,0.47005,0.25110,0.33138,0.38952,0.42318,0.03625,0.19762,0.39280,0.22911,0.13607,
amazon,2018-12-00,Canada,9,3.111,2.444,2.556,2.889,2.556,2.667,0.45844,0.28073,0.30321,0.29649,0.33895,0.09716,0.27645,0.33563,0.26151,0.21247,
apple,2018-12-00,Ireland,1,5.000,5.000,5.000,5.000,5.000,5.000,0.44236,0.23934,0.27160,0.45095,0.44415,0.11288,0.27737,0.31460,0.31351,0.18625,
nokia,2018-12-00,Israel,1,5.000,5.000,4.000,5.000,5.000,5.000,0.45949,0.31584,0.37676,0.33063,0.30551,0.11346,0.31590,0.38078,0.29010,0.22953,
ericsson,2018-12-00,Sweden,6,3.667,3.833,3.667,3.000,3.000,2.500,0.51146,0.36367,0.33978,0.39220,0.35607,0.09981,0.33336,0.34691,0.21364,0.17713,
amazon,2018-12-00,Slovakia,1,3.000,1.000,4.000,5.000,3.000,2.000,0.49601,0.26368,0.25870,0.47334,0.44720,0.08767,0.42003,0.36453,0.16300,0.24266,
nokia,2018-12-00,Canada,2,4.500,4.000,5.000,4.000,3.000,4.000,0.46176,0.35854,0.30323,0.35775,0.32018,0.09358,0.34915,0.35016,0.24095,0.26714,
amazon,2018-12-00,Australia,2,3.500,2.000,4.000,4.000,4.000,3.000,0.52911,0.34449,0.24650,0.26001,0.26959,0.06757,0.21715,0.31938,0.33466,0.16260,
apple,2018-12-00,Canada,1,1.000,1.000,2.000,1.000,3.000,2.000,0.48394,0.50229,0.25554,0.29289,0.25324,0.06698,0.23722,0.28362,0.32369,0.19107,
huawei,2018-12-00,Bangladesh,1,4.000,2.000,4.000,4.000,4.000,4.000,0.45335,0.42371,0.35204,0.29930,0.35616,0.03928,0.31693,0.30724,0.30048,0.22131,
ericsson,2018-12-00,Malaysia,1,5.000,4.000,5.000,4.000,4.000,5.000,0.40031,0.26303,0.45708,0.47217,0.46297,0.05037,0.34747,0.35652,0.26649,0.18830,
nokia,2018-12-00,Turkey,2,4.500,4.500,4.500,4.500,4.000,4.000,0.62574,0.43835,0.32571,0.53060,0.38724,0.05032,0.33964,0.38168,0.25576,0.12039,
amazon,2018-12-00,Luxembourg,5,3.800,1.800,3.800,2.800,2.400,2.600,0.58227,0.29450,0.22595,0.15073,0.30980,0.11007,0.19208,0.28506,0.28264,0.14137,
huawei,2018-12-00,Venezuela,1,3.000,3.000,3.000,3.000,3.000,2.000,0.47182,0.31795,0.27100,0.44619,0.25950,0.12036,0.27620,0.34668,0.17795,0.33878,
apple,2018-12-00,Japan,2,4.000,3.500,4.000,4.000,3.500,4.000,0.43101,0.31317,0.32226,0.42794,0.38521,0.14079,0.31765,0.34908,0.28417,0.19687,
telefonica,2018-12-00,Spain,2,3.500,3.000,3.000,4.000,4.000,3.500,0.42164,0.40263,0.27837,0.45260,0.36512,0.06061,0.25796,0.34339,0.29115,0.29086,
ericsson,2018-12-00,Spain,1,2.000,3.000,2.000,3.000,1.000,1.000,0.57318,0.26549,0.36067,0.32525,0.31523,0.13280,0.43976,0.32118,0.22050,0.29421,
ericsson,2018-12-00,UAE,1,5.000,4.000,5.000,4.000,4.000,4.000,0.51811,0.29607,0.33852,0.43800,0.40552,0.07438,0.39406,0.39377,0.17139,0.10617,
huawei,2018-12-00,Israel,1,4.000,5.000,3.000,3.000,5.000,2.000,0.60731,0.38989,0.20063,0.30116,0.29859,0.00086,0.23237,0.36133,0.17033,0.14538,
ericsson,2018-12-00,SaudiArabia,1,3.000,3.000,2.000,2.000,2.000,2.000,0.42222,0.41627,0.31410,0.31403,0.31907,0.22162,0.35043,0.36184,0.29364,0.31088,
nokia,2018-12-00,China,1,4.000,3.000,4.000,4.000,4.000,3.000,0.77143,0.52907,0.35845,0.57925,0.33553,0.07983,0.31539,0.50099,0.30703,0.30436,
amazon,2018-12-00,Brazil,7,4.571,4.000,4.286,4.571,4.000,4.143,0.58179,0.29168,0.29431,0.31643,0.30427,0.08488,0.24687,0.34096,0.23414,0.18606,
starbucks,2018-12-00,UK,4,3.500,2.750,3.500,2.750,2.750,3.500,0.55275,0.25902,0.25960,0.24248,0.32646,0.10945,0.32145,0.30143,0.21687,0.16884,
huawei,2018-12-00,Indonesia,1,5.000,2.000,3.000,3.000,4.000,3.000,0.35991,0.24794,0.31864,0.42176,0.43330,0.11509,0.31158,0.33907,0.23555,0.17568,
ericsson,2018-12-00,Iran,1,4.000,0.000,0.000,0.000,0.000,0.000,0.38898,0.32548,0.36219,0.46395,0.47280,0.13638,0.29776,0.34441,0.36880,0.20429,
nokia,2018-12-00,India,17,4.471,4.176,4.471,4.235,3.824,3.824,0.50375,0.42360,0.35592,0.38312,0.39371,0.12647,0.35903,0.38996,0.32986,0.22957,
amazon,2018-12-00,France,3,5.000,4.667,5.000,5.000,4.000,4.333,0.45737,0.27516,0.39043,0.34088,0.45508,0.10978,0.24754,0.28944,0.27518,0.19702,
apple,2018-12-00,China,1,4.000,2.000,4.000,4.000,4.000,3.000,0.59503,0.31829,0.35104,0.32902,0.42696,0.00325,0.10712,0.31474,0.35781,0.08191,
telefonica,2018-12-00,Peru,1,3.000,2.000,3.000,2.000,3.000,0.000,0.47673,0.40304,0.30558,0.33611,0.32252,0.14474,0.35922,0.36006,0.32190,0.24286,
ericsson,2019-01-00,Germany,1,1.000,5.000,3.000,3.000,4.000,1.000,0.36197,0.29017,0.37597,0.36394,0.30792,0.13054,0.33654,0.36945,0.21573,0.36842,
huawei,2019-01-00,Romania,2,3.000,3.000,2.000,3.500,3.000,2.000,0.53612,0.41388,0.25999,0.29953,0.42585,0.05952,0.24442,0.30466,0.21496,0.14363,
amazon,2019-01-00,CzechRepublic,3,2.667,2.000,2.667,3.333,1.667,2.667,0.53497,0.28526,0.24361,0.25990,0.23904,0.07790,0.22101,0.34968,0.23227,0.22006,
starbucks,2019-01-00,UK,4,3.250,2.250,2.500,1.500,2.000,1.750,0.48352,0.30656,0.32881,0.34420,0.36609,0.08542,0.28241,0.31569,0.26328,0.19012,
ericsson,2019-01-00,Israel,1,4.000,5.000,4.000,4.000,4.000,4.000,0.49275,0.45543,0.30117,0.45625,0.30357,0.12404,0.31496,0.34719,0.36045,0.24489,
apple,2019-01-00,US,63,3.968,3.016,3.635,3.159,4.063,3.190,0.48878,0.32133,0.30555,0.31537,0.34700,0.10142,0.29204,0.32998,0.27301,0.18121,
nokia,2019-01-00,Greece,1,4.000,5.000,5.000,5.000,5.000,3.000,0.49022,0.19766,0.41221,0.49273,0.39218,0.02196,0.31069,0.30666,0.22629,0.18346,
amazon,2019-01-00,Germany,1,5.000,3.000,5.000,5.000,5.000,5.000,0.41872,0.30826,0.40956,0.46302,0.39792,0.00274,0.37904,0.40274,0.05279,0.19661,
huawei,2019-01-00,Nigeria,1,3.000,1.000,2.000,4.000,2.000,2.000,0.44575,0.39005,0.38425,0.41237,0.36828,0.09756,0.34438,0.35681,0.31404,0.23797,
ericsson,2019-01-00,Colombia,1,5.000,5.000,4.000,2.000,5.000,5.000,0.48633,0.26463,0.32731,0.57619,0.47525,0.00262,0.21069,0.31338,0.05993,0.05328,
ericsson,2019-01-00,India,26,3.962,4.077,3.885,3.308,3.077,3.115,0.46764,0.37256,0.35116,0.36683,0.38934,0.11281,0.31331,0.34263,0.27202,0.19231,
